###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 2/06/2016 15:39:53 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0008283	cell proliferation	2	5.26	5.08e-06	2.18e-05	26|247|145|3527	PF00001;PF00010;PF00019;PF00027;PF00041;PF00046;PF00051;PF00110;PF00167;PF00292;PF00530;PF00688;PF00870;PF00907;PF01085;PF01153;PF01392;PF01404;PF01534;PF07679;PF07686;PF07710;PF07714;PF10409;PF12444;PF13895
Group	GO:0009799	specification of symmetry	2	5.76	5.86e-06	2.51e-05	14|247|51|3527	PF00010;PF00019;PF00046;PF00110;PF00167;PF00250;PF00560;PF00688;PF00907;PF01085;PF01392;PF01534;PF03045;PF07645
Group	GO:0032535	regulation of cellular component size	2	5.62	5.96e-06	2.54e-05	16|247|65|3527	PF00022;PF00041;PF00046;PF00048;PF00071;PF00110;PF00167;PF00435;PF01562;PF02210;PF07679;PF07714;PF10409;PF13855;PF13895;PF13927
Group	GO:0007568	aging	2	5.67	6.08e-06	2.58e-05	15|247|58|3527	PF00002;PF00010;PF00027;PF00040;PF00059;PF00061;PF00135;PF00250;PF00520;PF00613;PF00870;PF00907;PF01431;PF05649;PF07710
Group	GO:0002165	instar larval or pupal development	2	5.43	7.39e-06	3.08e-05	18|247|81|3527	PF00045;PF00046;PF00063;PF00067;PF00100;PF00135;PF00413;PF00431;PF00435;PF01400;PF01471;PF01833;PF07645;PF07679;PF07686;PF07714;PF10409;PF13855
Group	GO:0007552	metamorphosis	2	5.44	8.31e-06	3.36e-05	17|247|74|3527	PF00045;PF00046;PF00063;PF00100;PF00135;PF00413;PF00431;PF00435;PF01400;PF01471;PF01833;PF07645;PF07679;PF07686;PF07714;PF10409;PF13855
Group	GO:0006508	proteolysis	2	4.95	1.15e-05	4.53e-05	29|247|179|3527	PF00022;PF00040;PF00045;PF00051;PF00057;PF00063;PF00089;PF00090;PF00246;PF00413;PF00431;PF00530;PF00622;PF01390;PF01400;PF01421;PF01431;PF01471;PF01562;PF01576;PF02214;PF02244;PF02736;PF03145;PF04300;PF05649;PF05986;PF08516;PF13516
Group	GO:0008038	neuron recognition	2	6.06	1.20e-05	4.69e-05	9|247|23|3527	PF00041;PF00431;PF00435;PF01400;PF01404;PF07679;PF07714;PF13895;PF13927
Group	GO:0010942	positive regulation of cell death	2	5.09	1.29e-05	4.96e-05	22|247|117|3527	PF00010;PF00019;PF00041;PF00046;PF00048;PF00060;PF00090;PF00386;PF00497;PF00688;PF00870;PF00907;PF01094;PF01391;PF01392;PF01404;PF01442;PF02758;PF03299;PF07679;PF07710;PF10409
Group	GO:0072511	divalent inorganic cation transport	2	5.32	1.36e-05	5.22e-05	16|247|69|3527	PF00001;PF00041;PF00048;PF00060;PF00230;PF00497;PF00520;PF00622;PF01094;PF01699;PF01833;PF02026;PF02931;PF02932;PF06459;PF08344
Group	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	2	5.40	2.31e-05	8.15e-05	12|247|43|3527	PF00010;PF00019;PF00046;PF00100;PF00110;PF00167;PF00320;PF00683;PF00688;PF00870;PF02736;PF07645
Group	GO:0007411	axon guidance	2	5.05	2.51e-05	8.65e-05	17|247|80|3527	PF00041;PF00046;PF00292;PF00431;PF00435;PF01391;PF01400;PF01404;PF01410;PF01833;PF02210;PF07645;PF07679;PF07714;PF08344;PF13855;PF13895
Group	GO:0051051	negative regulation of transport	2	5.00	4.44e-05	1.46e-04	14|247|60|3527	PF00001;PF00003;PF00019;PF00061;PF00250;PF00386;PF00503;PF00622;PF00688;PF01391;PF01833;PF02898;PF13895;PF13927
Group	GO:0045926	negative regulation of growth	2	5.10	4.85e-05	1.58e-04	12|247|46|3527	PF00019;PF00110;PF00167;PF00250;PF00431;PF00622;PF00688;PF00870;PF01454;PF02210;PF07710;PF10409
Group	GO:0061326	renal tubule development	2	5.27	5.20e-05	1.68e-04	10|247|33|3527	PF00010;PF00046;PF00110;PF00292;PF00907;PF03299;PF07679;PF07686;PF07714;PF12444
Group	GO:0008360	regulation of cell shape	2	4.92	5.40e-05	1.74e-04	14|247|61|3527	PF00024;PF00048;PF00063;PF00071;PF00100;PF00503;PF01576;PF02736;PF07679;PF07686;PF07714;PF10409;PF13895;PF13927
Group	GO:0043269	regulation of ion transport	2	4.70	6.70e-05	2.15e-04	17|247|86|3527	PF00001;PF00048;PF00100;PF00135;PF00435;PF00503;PF00520;PF00622;PF00822;PF00930;PF02026;PF02210;PF02898;PF06459;PF13426;PF13895;PF13927
Group	GO:0080135	regulation of cellular response to stress	2	4.70	6.70e-05	2.15e-04	17|247|86|3527	PF00010;PF00040;PF00041;PF00049;PF00059;PF00071;PF00110;PF00167;PF00560;PF00615;PF01392;PF01404;PF01534;PF05729;PF07714;PF13516;PF13855
Group	GO:0048610	cellular process involved in reproduction	2	4.37	7.36e-05	2.30e-04	29|247|197|3527	PF00001;PF00010;PF00019;PF00028;PF00041;PF00063;PF00071;PF00084;PF00089;PF00100;PF00135;PF00147;PF00320;PF00435;PF00560;PF00622;PF00688;PF00870;PF01085;PF01562;PF02460;PF02931;PF02932;PF07679;PF07686;PF07714;PF11357;PF12444;PF13895
Group	GO:0072347	response to anesthetic	2	6.16	7.61e-05	2.34e-04	5|247|8|3527	PF00053;PF00057;PF02210;PF07679;PF13895
Group	GO:0045199	maintenance of epithelial cell apical/basal polarity	2	6.16	7.61e-05	2.34e-04	5|247|8|3527	PF00053;PF00057;PF02210;PF07679;PF13895
Group	GO:0009416	response to light stimulus	2	4.50	8.10e-05	2.45e-04	21|247|122|3527	PF00001;PF00010;PF00057;PF00060;PF00201;PF00230;PF00250;PF00497;PF00503;PF00520;PF00560;PF00615;PF00870;PF01094;PF01431;PF02931;PF02932;PF05649;PF07710;PF13426;PF13855
Group	GO:0045786	negative regulation of cell cycle	2	4.79	8.84e-05	2.65e-04	13|247|56|3527	PF00019;PF00048;PF00320;PF00688;PF00870;PF01823;PF01858;PF02351;PF07645;PF07679;PF07710;PF07714;PF10409
Group	GO:0007369	gastrulation	2	4.79	8.84e-05	2.65e-04	13|247|56|3527	PF00001;PF00010;PF00019;PF00046;PF00110;PF00167;PF00250;PF00320;PF00435;PF00688;PF00907;PF01049;PF03529
Group	GO:0007009	plasma membrane organization	2	4.91	1.18e-04	3.44e-04	10|247|36|3527	PF00063;PF00071;PF00167;PF00386;PF00435;PF00622;PF01391;PF01576;PF02210;PF02736
Group	GO:0048872	homeostasis of number of cells	2	4.66	1.44e-04	4.05e-04	12|247|51|3527	PF00001;PF00010;PF00019;PF00042;PF00250;PF00320;PF00613;PF00688;PF02192;PF07714;PF12444;PF13927
Group	GO:0060560	developmental growth involved in morphogenesis	2	4.49	1.88e-04	4.96e-04	13|247|60|3527	PF00019;PF00041;PF00057;PF00071;PF00167;PF00560;PF00688;PF01391;PF07679;PF07714;PF12444;PF13855;PF13895
Group	GO:0045893	positive regulation of transcription, DNA-dependent	2	4.16	1.88e-04	4.96e-04	23|247|148|3527	PF00010;PF00019;PF00038;PF00046;PF00100;PF00110;PF00157;PF00167;PF00250;PF00292;PF00320;PF00435;PF00688;PF00870;PF00907;PF01833;PF03299;PF03529;PF07645;PF07714;PF08214;PF12157;PF12444
Group	GO:0016319	mushroom body development	2	5.27	2.07e-04	5.39e-04	6|247|14|3527	PF00041;PF00435;PF01404;PF07679;PF13895;PF13927
Group	GO:0042063	gliogenesis	2	4.49	2.14e-04	5.55e-04	12|247|53|3527	PF00010;PF00046;PF00048;PF00049;PF00167;PF00292;PF01421;PF01562;PF07679;PF08516;PF12444;PF13895
Group	GO:0009100	glycoprotein metabolic process	2	4.27	2.32e-04	6.03e-04	16|247|86|3527	PF00049;PF00094;PF00685;PF00777;PF01390;PF01431;PF01531;PF01762;PF01841;PF02210;PF03567;PF04300;PF04922;PF05649;PF12529;PF13855
Group	GO:0009617	response to bacterium	2	4.22	2.43e-04	6.28e-04	17|247|95|3527	PF00001;PF00048;PF00059;PF00074;PF00079;PF00084;PF00089;PF00129;PF00560;PF00879;PF01273;PF01510;PF02898;PF05729;PF13516;PF13855;PF13895
Group	GO:0032844	regulation of homeostatic process	2	4.30	2.62e-04	6.73e-04	14|247|70|3527	PF00001;PF00010;PF00019;PF00041;PF00048;PF00057;PF00061;PF00089;PF00520;PF00622;PF00688;PF02026;PF06459;PF07714
Group	GO:0023061	signal release	2	4.35	2.66e-04	6.81e-04	13|247|62|3527	PF00001;PF00019;PF00027;PF00046;PF00063;PF00071;PF00520;PF00683;PF00688;PF02210;PF05835;PF07645;PF07714
Group	GO:0032970	regulation of actin filament-based process	2	4.34	3.10e-04	7.45e-04	12|247|55|3527	PF00001;PF00022;PF00041;PF00046;PF00048;PF00071;PF00110;PF01404;PF07686;PF07714;PF13895;PF13927
Group	GO:0018193	peptidyl-amino acid modification	2	3.98	3.12e-04	7.45e-04	23|247|153|3527	PF00001;PF00010;PF00022;PF00041;PF00071;PF00089;PF00246;PF00538;PF00615;PF00777;PF01053;PF01404;PF01442;PF02210;PF02898;PF07645;PF07679;PF07714;PF08214;PF12157;PF13855;PF13895;PF13927
Group	GO:0006357	regulation of transcription from RNA polymerase II promoter	2	3.94	3.20e-04	7.45e-04	25|247|173|3527	PF00010;PF00019;PF00038;PF00042;PF00046;PF00049;PF00157;PF00167;PF00292;PF00320;PF00435;PF00688;PF00751;PF00870;PF00907;PF01833;PF01858;PF03299;PF07645;PF07679;PF07710;PF07714;PF08214;PF12157;PF12444
Group	GO:0016331	morphogenesis of embryonic epithelium	2	4.21	3.70e-04	8.07e-04	13|247|64|3527	PF00046;PF00063;PF00071;PF00110;PF00167;PF00292;PF00320;PF00870;PF01392;PF03299;PF07679;PF07714;PF12444
Group	GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	2	4.21	3.70e-04	8.07e-04	13|247|64|3527	PF00010;PF00067;PF00110;PF00250;PF01053;PF01392;PF01534;PF02758;PF05729;PF07714;PF13516;PF13855;PF13895
Group	GO:0006468	protein phosphorylation	2	3.93	3.95e-04	8.52e-04	21|247|136|3527	PF00001;PF00019;PF00027;PF00041;PF00048;PF00049;PF00063;PF00110;PF00167;PF00615;PF00688;PF01404;PF07645;PF07679;PF07714;PF12444;PF13426;PF13516;PF13855;PF13895;PF13927
Group	GO:0006898	receptor-mediated endocytosis	2	4.49	4.69e-04	1.01e-03	8|247|28|3527	PF00001;PF00040;PF00057;PF00059;PF00135;PF00431;PF00615;PF07645
Group	GO:0051235	maintenance of location	2	4.36	4.92e-04	1.03e-03	9|247|35|3527	PF00210;PF00273;PF00435;PF00683;PF03045;PF07645;PF07714;PF11527;PF12756
Group	GO:0052547	regulation of peptidase activity	2	4.06	4.79e-04	1.03e-03	14|247|74|3527	PF00001;PF00010;PF00031;PF00050;PF00079;PF00090;PF00250;PF00870;PF02210;PF02758;PF03299;PF05729;PF07714;PF13516
Group	GO:0032409	regulation of transporter activity	2	4.11	7.00e-04	1.39e-03	10|247|44|3527	PF00001;PF00100;PF00135;PF00520;PF00622;PF00822;PF02026;PF02210;PF06459;PF13895
Group	GO:0009798	axis specification	2	4.03	7.30e-04	1.44e-03	11|247|52|3527	PF00046;PF00057;PF00063;PF00110;PF00250;PF00292;PF00560;PF00615;PF00622;PF03529;PF07714
Group	GO:0001738	morphogenesis of a polarized epithelium	2	4.24	7.81e-04	1.53e-03	8|247|30|3527	PF00028;PF00053;PF00063;PF00110;PF00870;PF01049;PF01534;PF02210
Group	GO:0051056	regulation of small GTPase mediated signal transduction	2	3.89	7.94e-04	1.55e-03	13|247|69|3527	PF00001;PF00041;PF00048;PF00063;PF00071;PF00110;PF00560;PF01404;PF01833;PF02214;PF07679;PF07714;PF13855
Group	GO:0071496	cellular response to external stimulus	2	3.67	1.23e-03	2.30e-03	14|247|81|3527	PF00019;PF00067;PF00110;PF00230;PF00273;PF00292;PF00320;PF00688;PF00909;PF01392;PF01534;PF07714;PF12444;PF13855
Group	GO:0016358	dendrite development	2	3.70	1.70e-03	2.94e-03	10|247|49|3527	PF00024;PF00041;PF00046;PF00053;PF00292;PF00435;PF00520;PF01404;PF07679;PF07714
Group	GO:0048737	imaginal disc-derived appendage development	2	3.53	2.18e-03	3.72e-03	11|247|59|3527	PF00046;PF00063;PF00100;PF00135;PF00292;PF00431;PF00435;PF01400;PF01833;PF07645;PF13855
Group	GO:0048706	embryonic skeletal system development	2	3.88	2.46e-03	4.11e-03	6|247|21|3527	PF00046;PF00053;PF00907;PF01085;PF02210;PF03299
Group	GO:0007283	spermatogenesis	2	3.38	2.57e-03	4.27e-03	13|247|78|3527	PF00041;PF00063;PF00211;PF00320;PF00538;PF01421;PF01562;PF07679;PF07714;PF08516;PF12444;PF13895;PF13927
Group	GO:0045927	positive regulation of growth	2	3.40	2.88e-03	4.74e-03	11|247|61|3527	PF00010;PF00038;PF00046;PF00063;PF00089;PF00100;PF00125;PF00167;PF00876;PF02460;PF13895
Group	GO:0060638	mesenchymal-epithelial cell signaling	2	4.65	3.05e-03	4.90e-03	3|247|5|3527	PF00041;PF00147;PF07714
Group	GO:0021551	central nervous system morphogenesis	2	4.65	3.05e-03	4.90e-03	3|247|5|3527	PF00041;PF07679;PF13895
Group	GO:0006066	alcohol metabolic process	2	3.22	3.45e-03	5.50e-03	14|247|90|3527	PF00001;PF00019;PF00027;PF00057;PF00061;PF00067;PF00135;PF00320;PF00351;PF00688;PF01442;PF03765;PF04916;PF07645
Group	GO:0007015	actin filament organization	2	3.28	3.74e-03	5.80e-03	11|247|63|3527	PF00001;PF00022;PF00028;PF00046;PF00063;PF00071;PF00074;PF00613;PF01979;PF02214;PF10409
Group	GO:0012501	programmed cell death	2	2.97	4.87e-03	7.54e-03	19|247|144|3527	PF00001;PF00007;PF00010;PF00027;PF00046;PF00090;PF00167;PF00250;PF00870;PF01049;PF01404;PF02758;PF03145;PF03299;PF05729;PF07710;PF10409;PF13516;PF13855
Group	GO:0030031	cell projection assembly	2	3.14	5.43e-03	8.13e-03	10|247|57|3527	PF00028;PF00041;PF00063;PF00071;PF01833;PF02736;PF07714;PF10162;PF13895;PF13927
Group	GO:0031329	regulation of cellular catabolic process	2	2.95	5.70e-03	8.44e-03	16|247|115|3527	PF00001;PF00010;PF00027;PF00041;PF00048;PF00063;PF00071;PF00110;PF00167;PF00615;PF00631;PF00992;PF01404;PF02736;PF07714;PF13855
Group	GO:0031348	negative regulation of defense response	3	9.89	8.83e-11	1.28e-09	13|247|21|3527	PF00001;PF00041;PF00067;PF00079;PF00320;PF00386;PF00560;PF01391;PF07679;PF07714;PF13516;PF13895;PF13927
Group	GO:0032102	negative regulation of response to external stimulus	3	9.31	8.18e-10	9.10e-09	12|247|20|3527	PF00001;PF00041;PF00060;PF00067;PF00110;PF00320;PF00386;PF00497;PF01094;PF01391;PF02024;PF07679
Group	GO:0050714	positive regulation of protein secretion	3	9.34	1.36e-09	1.45e-08	11|247|17|3527	PF00001;PF00019;PF00048;PF00059;PF00074;PF00320;PF00688;PF02758;PF05729;PF07686;PF13516
Group	GO:0045834	positive regulation of lipid metabolic process	3	8.74	1.43e-09	1.50e-08	14|247|29|3527	PF00019;PF00041;PF00049;PF00061;PF00071;PF00100;PF00167;PF00386;PF00688;PF01391;PF01442;PF07679;PF07714;PF13895
Group	GO:0051588	regulation of neurotransmitter transport	3	9.46	1.86e-09	1.89e-08	10|247|14|3527	PF00001;PF00003;PF00019;PF00071;PF00520;PF01094;PF01833;PF02214;PF02931;PF02932
Group	GO:0042472	inner ear morphogenesis	3	8.62	3.28e-09	3.13e-08	13|247|26|3527	PF00028;PF00063;PF00089;PF00167;PF00292;PF00907;PF01392;PF01534;PF03299;PF03529;PF07679;PF07714;PF12444
Group	GO:0050806	positive regulation of synaptic transmission	3	9.64	4.40e-09	4.16e-08	8|247|9|3527	PF00135;PF01094;PF01699;PF02210;PF03736;PF07679;PF10613;PF13855
Group	GO:0021536	diencephalon development	3	8.71	7.33e-09	6.42e-08	11|247|19|3527	PF00019;PF00046;PF00110;PF00123;PF00167;PF00250;PF00292;PF00688;PF07679;PF07714;PF13895
Group	GO:0001657	ureteric bud development	3	8.71	7.33e-09	6.42e-08	11|247|19|3527	PF00010;PF00019;PF00046;PF00110;PF00167;PF00193;PF00292;PF00320;PF00688;PF07679;PF07714
Group	GO:0009636	response to toxin	3	8.71	7.33e-09	6.42e-08	11|247|19|3527	PF00003;PF00048;PF00060;PF00067;PF00135;PF01094;PF02931;PF02932;PF06512;PF07562;PF11933
Group	GO:0006956	complement activation	3	8.43	1.53e-08	1.26e-07	11|247|20|3527	PF00057;PF00059;PF00084;PF00089;PF00090;PF00386;PF00431;PF01391;PF01823;PF07645;PF07686
Group	GO:0030817	regulation of cAMP biosynthetic process	3	8.43	1.53e-08	1.26e-07	11|247|20|3527	PF00001;PF00002;PF00003;PF00089;PF00123;PF00211;PF00503;PF01094;PF02793;PF06327;PF07562
Group	GO:0055024	regulation of cardiac muscle tissue development	3	8.81	1.96e-08	1.59e-07	9|247|13|3527	PF00019;PF00110;PF00167;PF00320;PF00688;PF00907;PF07679;PF07714;PF13895
Group	GO:0050974	detection of mechanical stimulus involved in sensory perception	3	9.06	2.07e-08	1.63e-07	8|247|10|3527	PF00028;PF00089;PF00520;PF01094;PF07679;PF07714;PF13895;PF13927
Group	GO:0071774	response to fibroblast growth factor stimulus	3	9.06	2.07e-08	1.63e-07	8|247|10|3527	PF00048;PF00071;PF00167;PF00211;PF06327;PF07679;PF07714;PF13895
Group	GO:0001816	cytokine production	3	7.85	4.28e-08	3.29e-07	12|247|26|3527	PF00001;PF00040;PF00059;PF00110;PF01833;PF02758;PF05729;PF07679;PF07714;PF13516;PF13895;PF13927
Group	GO:0031128	developmental induction	3	8.93	5.74e-08	4.24e-07	7|247|8|3527	PF00019;PF00046;PF00110;PF00167;PF00688;PF07714;PF12444
Group	GO:0033273	response to vitamin	3	7.93	5.65e-08	4.24e-07	11|247|22|3527	PF00010;PF00019;PF00061;PF00110;PF00230;PF00292;PF00688;PF01392;PF01534;PF07714;PF12444
Group	GO:0032680	regulation of tumor necrosis factor production	3	8.09	6.31e-08	4.45e-07	10|247|18|3527	PF00001;PF00048;PF00386;PF00560;PF01273;PF01391;PF02931;PF02932;PF13516;PF13855
Group	GO:0051339	regulation of lyase activity	3	8.09	6.31e-08	4.45e-07	10|247|18|3527	PF00001;PF00002;PF00003;PF00089;PF00123;PF00211;PF00503;PF01094;PF02793;PF06327
Group	GO:0031279	regulation of cyclase activity	3	8.09	6.31e-08	4.45e-07	10|247|18|3527	PF00001;PF00002;PF00003;PF00089;PF00123;PF00211;PF00503;PF01094;PF02793;PF06327
Group	GO:0022405	hair cycle process	3	8.09	6.31e-08	4.45e-07	10|247|18|3527	PF00019;PF00688;PF00870;PF01391;PF01392;PF01534;PF02210;PF07679;PF07714;PF12444
Group	GO:0031214	biomineral tissue development	3	8.55	7.12e-08	4.92e-07	8|247|11|3527	PF00019;PF00059;PF00110;PF00688;PF00907;PF07679;PF07714;PF13516
Group	GO:0007601	visual perception	3	7.65	7.23e-08	4.96e-07	12|247|27|3527	PF00027;PF00030;PF00046;PF00053;PF00055;PF00063;PF00503;PF00520;PF00615;PF02931;PF02932;PF13385
Group	GO:0030336	negative regulation of cell migration	3	7.70	1.02e-07	6.78e-07	11|247|23|3527	PF00001;PF00019;PF00061;PF00110;PF00386;PF00688;PF00907;PF01391;PF01979;PF10409;PF13855
Group	GO:0002027	regulation of heart rate	3	8.93	1.11e-07	7.32e-07	6|247|6|3527	PF00001;PF00063;PF00520;PF02736;PF03520;PF06512
Group	GO:0030810	positive regulation of nucleotide biosynthetic process	3	8.11	2.01e-07	1.26e-06	8|247|12|3527	PF00001;PF00002;PF00089;PF00123;PF00211;PF00503;PF02793;PF06327
Group	GO:0090102	cochlea development	3	8.11	2.01e-07	1.26e-06	8|247|12|3527	PF00089;PF00292;PF00907;PF01392;PF07679;PF07714;PF12444;PF13895
Group	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	3	7.74	2.60e-07	1.58e-06	9|247|16|3527	PF00019;PF00041;PF00049;PF00051;PF00071;PF00688;PF07679;PF07714;PF13895
Group	GO:0010464	regulation of mesenchymal cell proliferation	3	7.74	2.60e-07	1.58e-06	9|247|16|3527	PF00019;PF00110;PF00250;PF00688;PF00870;PF01085;PF07679;PF07714;PF12444
Group	GO:0002573	myeloid leukocyte differentiation	3	7.72	4.90e-07	2.86e-06	8|247|13|3527	PF00010;PF00063;PF01576;PF02736;PF07679;PF07714;PF13895;PF13927
Group	GO:0050764	regulation of phagocytosis	3	7.72	4.90e-07	2.86e-06	8|247|13|3527	PF00031;PF00059;PF00386;PF01391;PF02210;PF07686;PF07714;PF13895
Group	GO:0051952	regulation of amine transport	3	7.72	4.90e-07	2.86e-06	8|247|13|3527	PF00001;PF00019;PF00027;PF00520;PF01094;PF02931;PF02932;PF10613
Group	GO:0034446	substrate adhesion-dependent cell spreading	3	7.82	7.61e-07	4.31e-06	7|247|10|3527	PF00041;PF01392;PF01404;PF01534;PF07714;PF13895;PF13927
Group	GO:0007224	smoothened signaling pathway	3	7.17	9.77e-07	5.34e-06	9|247|18|3527	PF00010;PF00041;PF00046;PF00292;PF01085;PF01534;PF02460;PF07679;PF13895
Group	GO:0043491	protein kinase B signaling cascade	3	7.36	1.08e-06	5.75e-06	8|247|14|3527	PF00041;PF00046;PF00048;PF07679;PF10409;PF12444;PF13895;PF13927
Group	GO:0072210	metanephric nephron development	3	7.36	1.08e-06	5.75e-06	8|247|14|3527	PF00010;PF00019;PF00292;PF00688;PF07679;PF07714;PF12444;PF13895
Group	GO:0060420	regulation of heart growth	3	7.36	1.08e-06	5.75e-06	8|247|14|3527	PF00110;PF00167;PF00320;PF00907;PF02736;PF07679;PF07714;PF13895
Group	GO:1901216	positive regulation of neuron death	3	7.36	1.08e-06	5.75e-06	8|247|14|3527	PF00041;PF00048;PF00870;PF01392;PF01404;PF03299;PF07679;PF07710
Group	GO:0001666	response to hypoxia	3	6.38	1.11e-06	5.90e-06	14|247|45|3527	PF00010;PF00019;PF00042;PF00045;PF00067;PF00074;PF00230;PF00413;PF00520;PF00530;PF00688;PF01471;PF02931;PF02932
Group	GO:0045161	neuronal ion channel clustering	3	8.15	1.62e-06	8.29e-06	5|247|5|3527	PF00041;PF00435;PF07679;PF13895;PF13927
Group	GO:0060191	regulation of lipase activity	3	6.91	1.74e-06	8.77e-06	9|247|19|3527	PF00001;PF00074;PF00147;PF00211;PF00503;PF06327;PF07679;PF07714;PF13895
Group	GO:0001818	negative regulation of cytokine production	3	6.91	1.74e-06	8.77e-06	9|247|19|3527	PF00001;PF00061;PF00110;PF00250;PF00386;PF01391;PF01510;PF02931;PF02932
Group	GO:0019233	sensory perception of pain	3	7.37	1.97e-06	9.70e-06	7|247|11|3527	PF00001;PF00060;PF00497;PF01094;PF01431;PF02931;PF05649
Group	GO:0030816	positive regulation of cAMP metabolic process	3	7.37	1.97e-06	9.70e-06	7|247|11|3527	PF00001;PF00002;PF00089;PF00123;PF00211;PF02793;PF06327
Group	GO:0050805	negative regulation of synaptic transmission	3	7.37	1.97e-06	9.70e-06	7|247|11|3527	PF00001;PF00060;PF00386;PF01094;PF01391;PF01699;PF10613
Group	GO:0050777	negative regulation of immune response	3	7.05	2.17e-06	1.04e-05	8|247|15|3527	PF00041;PF00079;PF00084;PF00250;PF07679;PF07714;PF13895;PF13927
Group	GO:0050886	endocrine process	3	7.54	2.77e-06	1.29e-05	6|247|8|3527	PF00001;PF00019;PF00079;PF00089;PF00688;PF01392
Group	GO:0030335	positive regulation of cell migration	3	6.22	2.94e-06	1.35e-05	12|247|36|3527	PF00001;PF00019;PF00048;PF00100;PF00110;PF00167;PF00320;PF00688;PF01562;PF07714;PF12444;PF13927
Group	GO:0002088	lens development in camera-type eye	3	6.75	4.07e-06	1.80e-05	8|247|16|3527	PF00030;PF00038;PF00046;PF00110;PF00292;PF07679;PF07714;PF13895
Group	GO:0070167	regulation of biomineral tissue development	3	6.75	4.07e-06	1.80e-05	8|247|16|3527	PF00019;PF00031;PF00110;PF00688;PF02210;PF03299;PF07645;PF12444
Group	GO:0072012	glomerulus vasculature development	3	6.98	4.44e-06	1.92e-05	7|247|12|3527	PF00010;PF00019;PF00147;PF00688;PF07679;PF07714;PF13895
Group	GO:0042593	glucose homeostasis	3	6.14	6.90e-06	2.91e-05	10|247|27|3527	PF00010;PF00046;PF00067;PF00250;PF00292;PF00386;PF00520;PF01391;PF03299;PF13895
Group	GO:0048015	phosphatidylinositol-mediated signaling	3	6.49	7.23e-06	3.03e-05	8|247|17|3527	PF00001;PF00100;PF00320;PF00613;PF07679;PF07714;PF13895;PF13927
Group	GO:0050707	regulation of cytokine secretion	3	6.49	7.23e-06	3.03e-05	8|247|17|3527	PF00001;PF00048;PF00059;PF00250;PF00320;PF02758;PF05729;PF13516
Group	GO:0001964	startle response	3	7.02	7.81e-06	3.17e-05	6|247|9|3527	PF00028;PF00060;PF00497;PF01094;PF02931;PF02932
Group	GO:0003401	axis elongation	3	7.02	7.81e-06	3.17e-05	6|247|9|3527	PF00019;PF00167;PF00688;PF07679;PF07714;PF12444
Group	GO:0048286	lung alveolus development	3	7.02	7.81e-06	3.17e-05	6|247|9|3527	PF00010;PF00049;PF00059;PF07679;PF07714;PF13895
Group	GO:0035162	embryonic hemopoiesis	3	7.02	7.81e-06	3.17e-05	6|247|9|3527	PF00071;PF00320;PF07679;PF07686;PF07714;PF13927
Group	GO:0060004	reflex	3	7.02	7.81e-06	3.17e-05	6|247|9|3527	PF00027;PF00028;PF00089;PF00520;PF02931;PF02932
Group	GO:0007606	sensory perception of chemical stimulus	3	6.25	7.78e-06	3.17e-05	9|247|22|3527	PF00003;PF00027;PF00060;PF00503;PF01094;PF07562;PF07686;PF13853;PF13895
Group	GO:0060442	branching involved in prostate gland morphogenesis	3	7.33	9.17e-06	3.65e-05	5|247|6|3527	PF00046;PF00049;PF00193;PF07679;PF07714
Group	GO:0048483	autonomic nervous system development	3	6.63	9.06e-06	3.65e-05	7|247|13|3527	PF00019;PF00046;PF00320;PF00870;PF00907;PF03299;PF12444
Group	GO:0060688	regulation of morphogenesis of a branching structure	3	6.06	1.20e-05	4.69e-05	9|247|23|3527	PF00001;PF00019;PF00046;PF00110;PF00292;PF00688;PF07679;PF07714;PF12444
Group	GO:0006813	potassium ion transport	3	6.06	1.20e-05	4.69e-05	9|247|23|3527	PF00027;PF00089;PF00230;PF00520;PF01007;PF02214;PF03520;PF07885;PF13426
