#Created by dcGO at 26/04/2016 10:42:29 (day/month/year hour:min:sec)
GO_ID	GO_name	GO_subontology	slim_level
GO:1903115	regulation of actin filament-based movement	biological_process	Highly  Informative
GO:1900048	positive regulation of hemostasis	biological_process	Highly  Informative
GO:0006154	adenosine catabolic process	biological_process	Highly  Informative
GO:0019371	cyclooxygenase pathway	biological_process	Highly  Informative
GO:0032930	positive regulation of superoxide anion generation	biological_process	Highly  Informative
GO:0035986	senescence-associated heterochromatin focus assembly	biological_process	Highly  Informative
GO:0032909	regulation of transforming growth factor beta2 production	biological_process	Highly  Informative
GO:0072488	ammonium transmembrane transport	biological_process	Highly  Informative
GO:0006422	aspartyl-tRNA aminoacylation	biological_process	Highly  Informative
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	biological_process	Highly  Informative
GO:0030049	muscle filament sliding	biological_process	Highly  Informative
GO:0030730	sequestering of triglyceride	biological_process	Highly  Informative
GO:0050873	brown fat cell differentiation	biological_process	Highly  Informative
GO:0001748	optic lobe placode development	biological_process	Highly  Informative
GO:0048315	conidium formation	biological_process	Highly  Informative
GO:0042655	activation of JNKKK activity	biological_process	Highly  Informative
GO:0010573	vascular endothelial growth factor production	biological_process	Highly  Informative
GO:0006434	seryl-tRNA aminoacylation	biological_process	Highly  Informative
GO:2000347	positive regulation of hepatocyte proliferation	biological_process	Highly  Informative
GO:0022038	corpus callosum development	biological_process	Highly  Informative
GO:1900126	negative regulation of hyaluronan biosynthetic process	biological_process	Highly  Informative
GO:0070989	oxidative demethylation	biological_process	Highly  Informative
GO:0033622	integrin activation	biological_process	Highly  Informative
GO:0035606	peptidyl-cysteine S-trans-nitrosylation	biological_process	Highly  Informative
GO:2000553	positive regulation of T-helper 2 cell cytokine production	biological_process	Highly  Informative
GO:0042664	negative regulation of endodermal cell fate specification	biological_process	Highly  Informative
GO:0035855	megakaryocyte development	biological_process	Highly  Informative
GO:0003415	chondrocyte hypertrophy	biological_process	Highly  Informative
GO:0048298	positive regulation of isotype switching to IgA isotypes	biological_process	Highly  Informative
GO:0006558	L-phenylalanine metabolic process	biological_process	Highly  Informative
GO:0036123	histone H3-K9 dimethylation	biological_process	Highly  Informative
GO:1990168	protein K33-linked deubiquitination	biological_process	Highly  Informative
GO:0032077	positive regulation of deoxyribonuclease activity	biological_process	Highly  Informative
GO:1903071	positive regulation of ER-associated ubiquitin-dependent protein catabolic process	biological_process	Highly  Informative
GO:0043058	regulation of backward locomotion	biological_process	Highly  Informative
GO:0015910	peroxisomal long-chain fatty acid import	biological_process	Highly  Informative
GO:0072095	regulation of branch elongation involved in ureteric bud branching	biological_process	Highly  Informative
GO:0060084	synaptic transmission involved in micturition	biological_process	Highly  Informative
GO:0036011	imaginal disc-derived leg segmentation	biological_process	Highly  Informative
GO:0042219	cellular modified amino acid catabolic process	biological_process	Highly  Informative
GO:0002541	activation of plasma proteins involved in acute inflammatory response	biological_process	Highly  Informative
GO:0007023	post-chaperonin tubulin folding pathway	biological_process	Highly  Informative
GO:0003323	type B pancreatic cell development	biological_process	Highly  Informative
GO:0021861	forebrain radial glial cell differentiation	biological_process	Highly  Informative
GO:0006427	histidyl-tRNA aminoacylation	biological_process	Highly  Informative
GO:0060918	auxin transport	biological_process	Highly  Informative
GO:0072040	negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	biological_process	Highly  Informative
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	biological_process	Highly  Informative
GO:0032278	positive regulation of gonadotropin secretion	biological_process	Highly  Informative
GO:0042795	snRNA transcription from RNA polymerase II promoter	biological_process	Highly  Informative
GO:0010040	response to iron(II) ion	biological_process	Highly  Informative
GO:0032691	negative regulation of interleukin-1 beta production	biological_process	Highly  Informative
GO:1900140	regulation of seedling development	biological_process	Highly  Informative
GO:0071361	cellular response to ethanol	biological_process	Highly  Informative
GO:0006729	tetrahydrobiopterin biosynthetic process	biological_process	Highly  Informative
GO:0055075	potassium ion homeostasis	biological_process	Highly  Informative
GO:0001315	age-dependent response to reactive oxygen species	biological_process	Highly  Informative
GO:0033617	mitochondrial respiratory chain complex IV assembly	biological_process	Highly  Informative
GO:0080121	AMP transport	biological_process	Highly  Informative
GO:0018206	peptidyl-methionine modification	biological_process	Highly  Informative
GO:0042572	retinol metabolic process	biological_process	Highly  Informative
GO:0032277	negative regulation of gonadotropin secretion	biological_process	Highly  Informative
GO:0030244	cellulose biosynthetic process	biological_process	Highly  Informative
GO:0048340	paraxial mesoderm morphogenesis	biological_process	Highly  Informative
GO:0015991	ATP hydrolysis coupled proton transport	biological_process	Highly  Informative
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	biological_process	Highly  Informative
GO:0060012	synaptic transmission, glycinergic	biological_process	Highly  Informative
GO:0031106	septin ring organization	biological_process	Highly  Informative
GO:0032740	positive regulation of interleukin-17 production	biological_process	Highly  Informative
GO:0009723	response to ethylene	biological_process	Highly  Informative
GO:0000962	positive regulation of mitochondrial RNA catabolic process	biological_process	Highly  Informative
GO:0031052	chromosome breakage	biological_process	Highly  Informative
GO:0008156	negative regulation of DNA replication	biological_process	Highly  Informative
GO:0060391	positive regulation of SMAD protein import into nucleus	biological_process	Highly  Informative
GO:0021542	dentate gyrus development	biological_process	Highly  Informative
GO:0042474	middle ear morphogenesis	biological_process	Highly  Informative
GO:0021986	habenula development	biological_process	Highly  Informative
GO:2000852	regulation of corticosterone secretion	biological_process	Highly  Informative
GO:0035523	protein K29-linked deubiquitination	biological_process	Highly  Informative
GO:0046697	decidualization	biological_process	Highly  Informative
GO:0045777	positive regulation of blood pressure	biological_process	Highly  Informative
GO:0042396	phosphagen biosynthetic process	biological_process	Highly  Informative
GO:0072205	metanephric collecting duct development	biological_process	Highly  Informative
GO:0036099	female germ-line stem cell population maintenance	biological_process	Highly  Informative
GO:0043651	linoleic acid metabolic process	biological_process	Highly  Informative
GO:0072108	positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	biological_process	Highly  Informative
GO:0045648	positive regulation of erythrocyte differentiation	biological_process	Highly  Informative
GO:0070345	negative regulation of fat cell proliferation	biological_process	Highly  Informative
GO:0007377	germ-band extension	biological_process	Highly  Informative
GO:0010093	specification of floral organ identity	biological_process	Highly  Informative
GO:0055020	positive regulation of cardiac muscle fiber development	biological_process	Highly  Informative
GO:0021758	putamen development	biological_process	Highly  Informative
GO:0016104	triterpenoid biosynthetic process	biological_process	Highly  Informative
GO:0071492	cellular response to UV-A	biological_process	Highly  Informative
GO:0031293	membrane protein intracellular domain proteolysis	biological_process	Highly  Informative
GO:0002371	dendritic cell cytokine production	biological_process	Highly  Informative
GO:0032057	negative regulation of translational initiation in response to stress	biological_process	Highly  Informative
GO:2000978	negative regulation of forebrain neuron differentiation	biological_process	Highly  Informative
GO:0006421	asparaginyl-tRNA aminoacylation	biological_process	Highly  Informative
GO:0003406	retinal pigment epithelium development	biological_process	Highly  Informative
GO:0034375	high-density lipoprotein particle remodeling	biological_process	Highly  Informative
GO:0071893	BMP signaling pathway involved in nephric duct formation	biological_process	Highly  Informative
GO:0070859	positive regulation of bile acid biosynthetic process	biological_process	Highly  Informative
GO:1903523	negative regulation of blood circulation	biological_process	Highly  Informative
GO:0031639	plasminogen activation	biological_process	Highly  Informative
GO:0035912	dorsal aorta morphogenesis	biological_process	Highly  Informative
GO:0072034	renal vesicle induction	biological_process	Highly  Informative
GO:0034414	tRNA 3'-trailer cleavage, endonucleolytic	biological_process	Highly  Informative
GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	biological_process	Highly  Informative
GO:2000467	positive regulation of glycogen (starch) synthase activity	biological_process	Highly  Informative
GO:1901656	glycoside transport	biological_process	Highly  Informative
GO:0060386	synapse assembly involved in innervation	biological_process	Highly  Informative
GO:0033387	putrescine biosynthetic process from ornithine	biological_process	Highly  Informative
GO:0038109	Kit signaling pathway	biological_process	Highly  Informative
GO:0018095	protein polyglutamylation	biological_process	Highly  Informative
GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	biological_process	Highly  Informative
GO:0030643	cellular phosphate ion homeostasis	biological_process	Highly  Informative
GO:0035881	amacrine cell differentiation	biological_process	Highly  Informative
GO:2000534	positive regulation of renal albumin absorption	biological_process	Highly  Informative
GO:0060448	dichotomous subdivision of terminal units involved in lung branching	biological_process	Highly  Informative
GO:0070498	interleukin-1-mediated signaling pathway	biological_process	Highly  Informative
GO:0042355	L-fucose catabolic process	biological_process	Highly  Informative
GO:0019594	mannitol metabolic process	biological_process	Highly  Informative
GO:0043490	malate-aspartate shuttle	biological_process	Highly  Informative
GO:0046514	ceramide catabolic process	biological_process	Highly  Informative
GO:0006003	fructose 2,6-bisphosphate metabolic process	biological_process	Highly  Informative
GO:0048264	determination of ventral identity	biological_process	Highly  Informative
GO:0006002	fructose 6-phosphate metabolic process	biological_process	Highly  Informative
GO:0051571	positive regulation of histone H3-K4 methylation	biological_process	Highly  Informative
GO:0007194	negative regulation of adenylate cyclase activity	biological_process	Highly  Informative
GO:1903664	regulation of asexual reproduction	biological_process	Highly  Informative
GO:0030974	thiamine pyrophosphate transport	biological_process	Highly  Informative
GO:2000774	positive regulation of cellular senescence	biological_process	Highly  Informative
GO:0007182	common-partner SMAD protein phosphorylation	biological_process	Highly  Informative
GO:0006011	UDP-glucose metabolic process	biological_process	Highly  Informative
GO:0000712	resolution of meiotic recombination intermediates	biological_process	Highly  Informative
GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth fac	biological_process	Highly  Informative
GO:0003357	noradrenergic neuron differentiation	biological_process	Highly  Informative
GO:2001038	regulation of cellular response to drug	biological_process	Highly  Informative
GO:0060784	regulation of cell proliferation involved in tissue homeostasis	biological_process	Highly  Informative
GO:0009954	proximal/distal pattern formation	biological_process	Highly  Informative
GO:0070994	detection of oxidative stress	biological_process	Highly  Informative
GO:1902358	sulfate transmembrane transport	biological_process	Highly  Informative
GO:0051795	positive regulation of catagen	biological_process	Highly  Informative
GO:0003131	mesodermal-endodermal cell signaling	biological_process	Highly  Informative
GO:0072200	negative regulation of mesenchymal cell proliferation involved in ureter development	biological_process	Highly  Informative
GO:0071374	cellular response to parathyroid hormone stimulus	biological_process	Highly  Informative
GO:0060699	regulation of endoribonuclease activity	biological_process	Highly  Informative
GO:0040009	regulation of growth rate	biological_process	Highly  Informative
GO:2000251	positive regulation of actin cytoskeleton reorganization	biological_process	Highly  Informative
GO:0000727	double-strand break repair via break-induced replication	biological_process	Highly  Informative
GO:0046880	regulation of follicle-stimulating hormone secretion	biological_process	Highly  Informative
GO:0007482	haltere development	biological_process	Highly  Informative
GO:0060733	regulation of eIF2 alpha phosphorylation by amino acid starvation	biological_process	Highly  Informative
GO:0061155	pulmonary artery endothelial tube morphogenesis	biological_process	Highly  Informative
GO:0060038	cardiac muscle cell proliferation	biological_process	Highly  Informative
GO:0006335	DNA replication-dependent nucleosome assembly	biological_process	Highly  Informative
GO:0033603	positive regulation of dopamine secretion	biological_process	Highly  Informative
GO:2001045	negative regulation of integrin-mediated signaling pathway	biological_process	Highly  Informative
GO:0045490	pectin catabolic process	biological_process	Highly  Informative
GO:0043306	positive regulation of mast cell degranulation	biological_process	Highly  Informative
GO:0001782	B cell homeostasis	biological_process	Highly  Informative
GO:0002634	regulation of germinal center formation	biological_process	Highly  Informative
GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation	biological_process	Highly  Informative
GO:0010716	negative regulation of extracellular matrix disassembly	biological_process	Highly  Informative
GO:0070827	chromatin maintenance	biological_process	Highly  Informative
GO:0002840	regulation of T cell mediated immune response to tumor cell	biological_process	Highly  Informative
GO:0010887	negative regulation of cholesterol storage	biological_process	Highly  Informative
GO:0060374	mast cell differentiation	biological_process	Highly  Informative
GO:0045433	male courtship behavior, veined wing generated song production	biological_process	Highly  Informative
GO:1902742	apoptotic process involved in development	biological_process	Highly  Informative
GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	biological_process	Highly  Informative
GO:0009256	10-formyltetrahydrofolate metabolic process	biological_process	Highly  Informative
GO:0055113	epiboly involved in gastrulation with mouth forming second	biological_process	Highly  Informative
GO:0061047	positive regulation of branching involved in lung morphogenesis	biological_process	Highly  Informative
GO:0060977	coronary vasculature morphogenesis	biological_process	Highly  Informative
GO:1901074	regulation of engulfment of apoptotic cell	biological_process	Highly  Informative
GO:0006428	isoleucyl-tRNA aminoacylation	biological_process	Highly  Informative
GO:0071228	cellular response to tumor cell	biological_process	Highly  Informative
GO:0097350	neutrophil clearance	biological_process	Highly  Informative
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	biological_process	Highly  Informative
GO:0007521	muscle cell fate determination	biological_process	Highly  Informative
GO:0090191	negative regulation of branching involved in ureteric bud morphogenesis	biological_process	Highly  Informative
GO:0019441	tryptophan catabolic process to kynurenine	biological_process	Highly  Informative
GO:0042205	chlorinated hydrocarbon catabolic process	biological_process	Highly  Informative
GO:0002467	germinal center formation	biological_process	Highly  Informative
GO:0071577	zinc II ion transmembrane transport	biological_process	Highly  Informative
GO:2000987	positive regulation of behavioral fear response	biological_process	Highly  Informative
GO:0034769	basement membrane disassembly	biological_process	Highly  Informative
GO:2001179	regulation of interleukin-10 secretion	biological_process	Highly  Informative
GO:1903912	negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	biological_process	Highly  Informative
GO:0003185	sinoatrial valve morphogenesis	biological_process	Highly  Informative
GO:0055089	fatty acid homeostasis	biological_process	Highly  Informative
GO:0055010	ventricular cardiac muscle tissue morphogenesis	biological_process	Highly  Informative
GO:0036124	histone H3-K9 trimethylation	biological_process	Highly  Informative
GO:0035600	tRNA methylthiolation	biological_process	Highly  Informative
GO:1990253	cellular response to leucine starvation	biological_process	Highly  Informative
GO:0021757	caudate nucleus development	biological_process	Highly  Informative
GO:0007110	meiosis I cytokinesis	biological_process	Highly  Informative
GO:0044241	lipid digestion	biological_process	Highly  Informative
GO:0010813	neuropeptide catabolic process	biological_process	Highly  Informative
GO:1901666	positive regulation of NAD+ ADP-ribosyltransferase activity	biological_process	Highly  Informative
GO:0016081	synaptic vesicle docking	biological_process	Highly  Informative
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	biological_process	Highly  Informative
GO:0038060	nitric oxide-cGMP-mediated signaling pathway	biological_process	Highly  Informative
GO:0006940	regulation of smooth muscle contraction	biological_process	Highly  Informative
GO:1904101	response to acadesine	biological_process	Highly  Informative
GO:0006973	intracellular accumulation of glycerol	biological_process	Highly  Informative
GO:0051761	sesquiterpene metabolic process	biological_process	Highly  Informative
GO:0072125	negative regulation of glomerular mesangial cell proliferation	biological_process	Highly  Informative
GO:0051673	membrane disruption in other organism	biological_process	Highly  Informative
GO:0072319	vesicle uncoating	biological_process	Highly  Informative
GO:0051256	mitotic spindle midzone assembly	biological_process	Highly  Informative
GO:0009625	response to insect	biological_process	Highly  Informative
GO:0010048	vernalization response	biological_process	Highly  Informative
GO:2000002	negative regulation of DNA damage checkpoint	biological_process	Highly  Informative
GO:0097326	melanocyte adhesion	biological_process	Highly  Informative
GO:0043001	Golgi to plasma membrane protein transport	biological_process	Highly  Informative
GO:0055005	ventricular cardiac myofibril assembly	biological_process	Highly  Informative
GO:0005993	trehalose catabolic process	biological_process	Highly  Informative
GO:0009734	auxin-activated signaling pathway	biological_process	Highly  Informative
GO:0045634	regulation of melanocyte differentiation	biological_process	Highly  Informative
GO:0071786	endoplasmic reticulum tubular network organization	biological_process	Highly  Informative
GO:0045880	positive regulation of smoothened signaling pathway	biological_process	Highly  Informative
GO:0035963	cellular response to interleukin-13	biological_process	Highly  Informative
GO:0045190	isotype switching	biological_process	Highly  Informative
GO:0046449	creatinine metabolic process	biological_process	Highly  Informative
GO:1903432	regulation of TORC1 signaling	biological_process	Highly  Informative
GO:0033210	leptin-mediated signaling pathway	biological_process	Highly  Informative
GO:0070244	negative regulation of thymocyte apoptotic process	biological_process	Highly  Informative
GO:0018243	protein O-linked glycosylation via threonine	biological_process	Highly  Informative
GO:0006044	N-acetylglucosamine metabolic process	biological_process	Highly  Informative
GO:0035093	spermatogenesis, exchange of chromosomal proteins	biological_process	Highly  Informative
GO:0001556	oocyte maturation	biological_process	Highly  Informative
GO:0051187	cofactor catabolic process	biological_process	Highly  Informative
GO:0071506	cellular response to mycophenolic acid	biological_process	Highly  Informative
GO:0008204	ergosterol metabolic process	biological_process	Highly  Informative
GO:0060292	long term synaptic depression	biological_process	Highly  Informative
GO:0035096	larval midgut cell programmed cell death	biological_process	Highly  Informative
GO:0010696	positive regulation of spindle pole body separation	biological_process	Highly  Informative
GO:0030225	macrophage differentiation	biological_process	Highly  Informative
GO:0043923	positive regulation by host of viral transcription	biological_process	Highly  Informative
GO:0060356	leucine import	biological_process	Highly  Informative
GO:0032780	negative regulation of ATPase activity	biological_process	Highly  Informative
GO:0086003	cardiac muscle cell contraction	biological_process	Highly  Informative
GO:0003383	apical constriction	biological_process	Highly  Informative
GO:0042595	behavioral response to starvation	biological_process	Highly  Informative
GO:0048481	plant ovule development	biological_process	Highly  Informative
GO:0038091	positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor 	biological_process	Highly  Informative
GO:0003190	atrioventricular valve formation	biological_process	Highly  Informative
GO:0006430	lysyl-tRNA aminoacylation	biological_process	Highly  Informative
GO:0071218	cellular response to misfolded protein	biological_process	Highly  Informative
GO:2000478	positive regulation of metanephric glomerular visceral epithelial cell development	biological_process	Highly  Informative
GO:0051553	flavone biosynthetic process	biological_process	Highly  Informative
GO:0045329	carnitine biosynthetic process	biological_process	Highly  Informative
GO:0006356	regulation of transcription from RNA polymerase I promoter	biological_process	Highly  Informative
GO:0019405	alditol catabolic process	biological_process	Highly  Informative
GO:2000506	negative regulation of energy homeostasis	biological_process	Highly  Informative
GO:0035462	determination of left/right asymmetry in diencephalon	biological_process	Highly  Informative
GO:0019532	oxalate transport	biological_process	Highly  Informative
GO:0030853	negative regulation of granulocyte differentiation	biological_process	Highly  Informative
GO:0045725	positive regulation of glycogen biosynthetic process	biological_process	Highly  Informative
GO:0000958	mitochondrial mRNA catabolic process	biological_process	Highly  Informative
GO:0015750	pentose transport	biological_process	Highly  Informative
GO:0044333	Wnt signaling pathway involved in digestive tract morphogenesis	biological_process	Highly  Informative
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological_process	Highly  Informative
GO:0003139	secondary heart field specification	biological_process	Highly  Informative
GO:0045019	negative regulation of nitric oxide biosynthetic process	biological_process	Highly  Informative
GO:0051764	actin crosslink formation	biological_process	Highly  Informative
GO:2000726	negative regulation of cardiac muscle cell differentiation	biological_process	Highly  Informative
GO:0006654	phosphatidic acid biosynthetic process	biological_process	Highly  Informative
GO:0071276	cellular response to cadmium ion	biological_process	Highly  Informative
GO:0021508	floor plate formation	biological_process	Highly  Informative
GO:1900264	positive regulation of DNA-directed DNA polymerase activity	biological_process	Highly  Informative
GO:0045760	positive regulation of action potential	biological_process	Highly  Informative
GO:0006642	triglyceride mobilization	biological_process	Highly  Informative
GO:0003308	negative regulation of Wnt signaling pathway involved in heart development	biological_process	Highly  Informative
GO:0009555	pollen development	biological_process	Highly  Informative
GO:0018192	enzyme active site formation via cysteine modification to L-cysteine persulfide	biological_process	Highly  Informative
GO:0019100	male germ-line sex determination	biological_process	Highly  Informative
GO:0018201	peptidyl-glycine modification	biological_process	Highly  Informative
GO:0001836	release of cytochrome c from mitochondria	biological_process	Highly  Informative
GO:0019836	hemolysis by symbiont of host erythrocytes	biological_process	Highly  Informative
GO:0032733	positive regulation of interleukin-10 production	biological_process	Highly  Informative
GO:0035751	regulation of lysosomal lumen pH	biological_process	Highly  Informative
GO:0046601	positive regulation of centriole replication	biological_process	Highly  Informative
GO:0061149	BMP signaling pathway involved in ureter morphogenesis	biological_process	Highly  Informative
GO:0007004	telomere maintenance via telomerase	biological_process	Highly  Informative
GO:2001223	negative regulation of neuron migration	biological_process	Highly  Informative
GO:0090161	Golgi ribbon formation	biological_process	Highly  Informative
GO:0001824	blastocyst development	biological_process	Highly  Informative
GO:0098535	de novo centriole assembly	biological_process	Highly  Informative
GO:0010579	positive regulation of adenylate cyclase activity involved in G-protein coupled receptor signaling p	biological_process	Highly  Informative
GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	biological_process	Highly  Informative
GO:0014877	response to muscle inactivity involved in regulation of muscle adaptation	biological_process	Highly  Informative
GO:2000137	negative regulation of cell proliferation involved in heart morphogenesis	biological_process	Highly  Informative
GO:0070054	mRNA splicing, via endonucleolytic cleavage and ligation	biological_process	Highly  Informative
GO:0060221	retinal rod cell differentiation	biological_process	Highly  Informative
GO:0009809	lignin biosynthetic process	biological_process	Highly  Informative
GO:0035988	chondrocyte proliferation	biological_process	Highly  Informative
GO:0021783	preganglionic parasympathetic fiber development	biological_process	Highly  Informative
GO:1900218	negative regulation of apoptotic process involved in metanephric nephron tubule development	biological_process	Highly  Informative
GO:1900247	regulation of cytoplasmic translational elongation	biological_process	Highly  Informative
GO:0034775	glutathione transmembrane transport	biological_process	Highly  Informative
GO:0007228	positive regulation of hh target transcription factor activity	biological_process	Highly  Informative
GO:0003009	skeletal muscle contraction	biological_process	Highly  Informative
GO:2000111	positive regulation of macrophage apoptotic process	biological_process	Highly  Informative
GO:0051659	maintenance of mitochondrion location	biological_process	Highly  Informative
GO:0009817	defense response to fungus, incompatible interaction	biological_process	Highly  Informative
GO:0042373	vitamin K metabolic process	biological_process	Highly  Informative
GO:0061298	retina vasculature development in camera-type eye	biological_process	Highly  Informative
GO:0036245	cellular response to menadione	biological_process	Highly  Informative
GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	biological_process	Highly  Informative
GO:0042760	very long-chain fatty acid catabolic process	biological_process	Highly  Informative
GO:0070978	voltage-gated calcium channel complex assembly	biological_process	Highly  Informative
GO:0006106	fumarate metabolic process	biological_process	Highly  Informative
GO:0035984	cellular response to trichostatin A	biological_process	Highly  Informative
GO:0051458	corticotropin secretion	biological_process	Highly  Informative
GO:0086016	AV node cell action potential	biological_process	Highly  Informative
GO:0007181	transforming growth factor beta receptor complex assembly	biological_process	Highly  Informative
GO:0043252	sodium-independent organic anion transport	biological_process	Highly  Informative
GO:2000679	positive regulation of transcription regulatory region DNA binding	biological_process	Highly  Informative
GO:1903422	negative regulation of synaptic vesicle recycling	biological_process	Highly  Informative
GO:0032071	regulation of endodeoxyribonuclease activity	biological_process	Highly  Informative
GO:0046529	imaginal disc fusion, thorax closure	biological_process	Highly  Informative
GO:0019372	lipoxygenase pathway	biological_process	Highly  Informative
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	biological_process	Highly  Informative
GO:0051610	serotonin uptake	biological_process	Highly  Informative
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	biological_process	Highly  Informative
GO:0006782	protoporphyrinogen IX biosynthetic process	biological_process	Highly  Informative
GO:0006438	valyl-tRNA aminoacylation	biological_process	Highly  Informative
GO:0032802	low-density lipoprotein particle receptor catabolic process	biological_process	Highly  Informative
GO:0035045	sperm plasma membrane disassembly	biological_process	Highly  Informative
GO:0072755	cellular response to benomyl	biological_process	Highly  Informative
GO:0000212	meiotic spindle organization	biological_process	Highly  Informative
GO:0021781	glial cell fate commitment	biological_process	Highly  Informative
GO:0071504	cellular response to heparin	biological_process	Highly  Informative
GO:0006166	purine ribonucleoside salvage	biological_process	Highly  Informative
GO:0042536	negative regulation of tumor necrosis factor biosynthetic process	biological_process	Highly  Informative
GO:0030216	keratinocyte differentiation	biological_process	Highly  Informative
GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway	biological_process	Highly  Informative
GO:0040028	regulation of vulval development	biological_process	Highly  Informative
GO:2000454	positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation	biological_process	Highly  Informative
GO:0097195	pilomotor reflex	biological_process	Highly  Informative
GO:0042403	thyroid hormone metabolic process	biological_process	Highly  Informative
GO:0010304	PSII associated light-harvesting complex II catabolic process	biological_process	Highly  Informative
GO:2000818	negative regulation of myoblast proliferation	biological_process	Highly  Informative
GO:0007448	anterior/posterior pattern specification, imaginal disc	biological_process	Highly  Informative
GO:0010228	vegetative to reproductive phase transition of meristem	biological_process	Highly  Informative
GO:0007184	SMAD protein import into nucleus	biological_process	Highly  Informative
GO:0006517	protein deglycosylation	biological_process	Highly  Informative
GO:0051409	response to nitrosative stress	biological_process	Highly  Informative
GO:0010026	trichome differentiation	biological_process	Highly  Informative
GO:1903826	arginine transmembrane transport	biological_process	Highly  Informative
GO:0035914	skeletal muscle cell differentiation	biological_process	Highly  Informative
GO:0045650	negative regulation of macrophage differentiation	biological_process	Highly  Informative
GO:1900212	negative regulation of mesenchymal cell apoptotic process involved in metanephros development	biological_process	Highly  Informative
GO:0006172	ADP biosynthetic process	biological_process	Highly  Informative
GO:1901962	S-adenosyl-L-methionine transmembrane transport	biological_process	Highly  Informative
GO:2000591	positive regulation of metanephric mesenchymal cell migration	biological_process	Highly  Informative
GO:0010666	positive regulation of cardiac muscle cell apoptotic process	biological_process	Highly  Informative
GO:0001675	acrosome assembly	biological_process	Highly  Informative
GO:2000741	positive regulation of mesenchymal stem cell differentiation	biological_process	Highly  Informative
GO:0051106	positive regulation of DNA ligation	biological_process	Highly  Informative
GO:0010641	positive regulation of platelet-derived growth factor receptor signaling pathway	biological_process	Highly  Informative
GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	biological_process	Highly  Informative
GO:0048178	negative regulation of hepatocyte growth factor biosynthetic process	biological_process	Highly  Informative
GO:0060517	epithelial cell proliferation involved in prostatic bud elongation	biological_process	Highly  Informative
GO:0031536	positive regulation of exit from mitosis	biological_process	Highly  Informative
GO:0043932	ossification involved in bone remodeling	biological_process	Highly  Informative
GO:0098703	calcium ion import across plasma membrane	biological_process	Highly  Informative
GO:0060716	labyrinthine layer blood vessel development	biological_process	Highly  Informative
GO:0031174	lifelong otolith mineralization	biological_process	Highly  Informative
GO:0019427	acetyl-CoA biosynthetic process from acetate	biological_process	Highly  Informative
GO:0010512	negative regulation of phosphatidylinositol biosynthetic process	biological_process	Highly  Informative
GO:0043928	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	biological_process	Highly  Informative
GO:0042769	DNA damage response, detection of DNA damage	biological_process	Highly  Informative
GO:0034115	negative regulation of heterotypic cell-cell adhesion	biological_process	Highly  Informative
GO:0090402	oncogene-induced cell senescence	biological_process	Highly  Informative
GO:0061151	BMP signaling pathway involved in renal system segmentation	biological_process	Highly  Informative
GO:0014878	response to electrical stimulus involved in regulation of muscle adaptation	biological_process	Highly  Informative
GO:2000652	regulation of secondary cell wall biogenesis	biological_process	Highly  Informative
GO:0014737	positive regulation of muscle atrophy	biological_process	Highly  Informative
GO:0035990	tendon cell differentiation	biological_process	Highly  Informative
GO:0097151	positive regulation of inhibitory postsynaptic potential	biological_process	Highly  Informative
GO:0042256	mature ribosome assembly	biological_process	Highly  Informative
GO:0006309	apoptotic DNA fragmentation	biological_process	Highly  Informative
GO:2000007	negative regulation of metanephric comma-shaped body morphogenesis	biological_process	Highly  Informative
GO:0010513	positive regulation of phosphatidylinositol biosynthetic process	biological_process	Highly  Informative
GO:0071046	nuclear polyadenylation-dependent ncRNA catabolic process	biological_process	Highly  Informative
GO:0030435	sporulation resulting in formation of a cellular spore	biological_process	Highly  Informative
GO:0030091	protein repair	biological_process	Highly  Informative
GO:1903445	protein transport from ciliary membrane to plasma membrane	biological_process	Highly  Informative
GO:0015866	ADP transport	biological_process	Highly  Informative
GO:0045409	negative regulation of interleukin-6 biosynthetic process	biological_process	Highly  Informative
