Gene	Switch	Driver	NumInteractions	Lost	Gained	Kept	FracLost	FracGained	FracKept
6457	uc002bjx.2-uc002bjw.2	No driver	3	0	0	3	0	0	1
6457	uc002bjw.2-uc002bjx.2	No driver	3	0	0	3	0	0	1
84675	uc003xvw.2-uc003xvx.2	No driver	3	0	0	3	0	0	1
2113	uc010sbs.1-uc009zch.2	No driver	2	0	0	2	0	0	1
7082	uc001zcs.2-uc001zcr.2	Driver	9	0	0	9	0	0	1
7082	uc010azl.2-uc001zcq.2	Driver	9	0	0	9	0	0	1
7082	uc010azl.2-uc001zcs.2	Driver	9	0	0	9	0	0	1
274	uc002tob.1-uc002toa.1	Driver	3	0	0	3	0	0	1
274	uc002tob.1-uc010yzf.1	Driver	3	0	0	3	0	0	1
2355	uc010ymi.1-uc002rma.2	No driver	4	0	0	4	0	0	1
9344	uc002dvc.1-uc010bzm.1	Driver	2	0	0	2	0	0	1
9344	uc002dva.1-uc010bzm.1	Driver	2	0	0	2	0	0	1
9344	uc002dva.1-uc002dvd.1	Driver	2	2	0	0	1	0	0
5119	uc002fnu.2-uc002fnt.2	No driver	3	3	0	0	1	0	0
5934	uc002ehi.3-uc002ehj.2	No driver	1	0	0	1	0	0	1
5934	uc002ehi.3-uc010vgw.1	No driver	1	0	0	1	0	0	1
1743	uc001xqv.2-uc010tuw.1	No driver	2	0	0	2	0	0	1
27430	uc003lzk.2-uc003lzm.2	No driver	1	0	0	1	0	0	1
1832	uc003mxp.1-uc003mxq.1	No driver	1	0	0	1	0	0	1
1656	uc001pub.2-uc001pua.2	Driver	1	0	0	1	0	0	1
8600	uc001uyu.2-uc001uyt.2	No driver	1	0	0	1	0	0	1
10913	uc002teq.3-uc010yws.1	No driver	3	0	0	3	0	0	1
7515	uc002owt.2-uc010xwp.1	No driver	5	0	0	5	0	0	1
64333	uc001snz.2-uc001soa.2	No driver	2	0	0	2	0	0	1
64333	uc001snz.2-uc001soc.2	No driver	2	0	0	2	0	0	1
9101	uc001zyn.3-uc001zyp.3	No driver	6	1	0	5	0.166666666666667	0	0.833333333333333
9101	uc001zym.3-uc001zyp.3	No driver	6	1	0	5	0.166666666666667	0	0.833333333333333
7391	uc001fxi.2-uc001fxj.2	No driver	2	0	0	2	0	0	1
50813	uc001qqi.2-uc001qqm.2	No driver	6	6	0	0	1	0	0
9873	uc009ytl.2-uc001oth.3	No driver	4	0	0	4	0	0	1
2992	uc003ewo.2-uc003ewp.2	No driver	2	0	0	2	0	0	1
10930	uc003opl.2-uc010jxf.2	No driver	1	1	0	0	1	0	0
10930	uc010jxf.2-uc003opl.2	No driver	1	0	1	0	0	1	0
7297	uc002moc.3-uc010dxe.2	No driver	11	0	0	11	0	0	1
4087	uc010xdd.1-uc002lcy.2	Driver	24	0	0	24	0	0	1
7319	uc004erl.2-uc004ero.2	No driver	6	6	0	0	1	0	0
23542	uc003bmx.2-uc003bmy.2	No driver	8	0	0	8	0	0	1
51667	uc003wjw.2-uc003wjv.2	No driver	2	2	0	0	1	0	0
2889	uc004cbc.2-uc004cbb.2	No driver	6	0	0	6	0	0	1
7384	uc003cub.1-uc003cua.1	No driver	1	0	0	1	0	0	1
80700	uc002man.1-uc002mam.1	No driver	2	0	0	2	0	0	1
80700	uc002man.1-uc010dty.1	No driver	2	0	0	2	0	0	1
3756	uc001hic.2-uc001hib.2	No driver	2	0	0	2	0	0	1
10113	uc002rix.1-uc002riy.1	No driver	1	0	0	1	0	0	1
27236	uc003imz.2-uc011cij.1	No driver	2	0	0	2	0	0	1
26136	uc003vho.2-uc003vhp.2	No driver	5	0	0	5	0	0	1
26136	uc003vho.2-uc011kmy.1	No driver	5	0	0	5	0	0	1
3927	uc002hra.2-uc010wdz.1	Driver	2	2	0	0	1	0	0
9966	uc004bjh.2-uc004bjg.2	No driver	2	0	0	2	0	0	1
8412	uc001dpx.3-uc001dpy.2	Driver	2	0	0	2	0	0	1
8412	uc001dqa.2-uc001dpy.2	Driver	2	0	0	2	0	0	1
8412	uc001dpy.2-uc001dqa.2	Driver	2	0	0	2	0	0	1
1001	uc002ewf.2-uc010vli.1	No driver	3	0	0	3	0	0	1
868	uc003dwc.2-uc003dwa.2	Driver	13	4	0	9	0.307692307692308	0	0.692307692307692
4780	uc002ulg.3-uc002ulh.3	Driver	9	0	0	9	0	0	1
4780	uc002ulh.3-uc002ulg.3	Driver	9	0	0	9	0	0	1
1740	uc010rsw.1-uc010rsy.1	No driver	4	0	1	3	0	0.25	0.75
6829	uc002olo.3-uc002olq.3	No driver	2	0	0	2	0	0	1
55758	uc001hif.2-uc009xcz.2	No driver	1	1	0	0	1	0	0
55758	uc001hif.2-uc001hie.2	No driver	1	0	0	1	0	0	1
998	uc001bfr.2-uc009vqh.2	No driver	48	0	0	48	0	0	1
9260	uc003mhc.1-uc003mhb.1	No driver	4	0	0	4	0	0	1
9260	uc003mhb.1-uc003mhc.1	No driver	4	0	0	4	0	0	1
81929	uc002krr.2-uc002krq.2	No driver	5	0	0	5	0	0	1
7247	uc002tnl.2-uc010flt.2	No driver	1	1	0	0	1	0	0
55832	uc001stn.2-uc001sto.2	No driver	2	0	0	2	0	0	1
7392	uc002nyu.1-uc002nyr.1	No driver	2	0	0	2	0	0	1
29992	uc003uuo.1-uc011kjn.1	No driver	2	0	0	2	0	0	1
50807	uc003yta.1-uc003ysz.1	No driver	9	0	0	9	0	0	1
7775	uc002gas.2-uc002gat.2	No driver	1	0	0	1	0	0	1
7775	uc010vsv.1-uc002gat.2	No driver	1	0	0	1	0	0	1
7155	uc003cdj.2-uc011awn.1	No driver	2	0	0	2	0	0	1
7155	uc003cdj.2-uc010hff.1	No driver	2	1	0	1	0.5	0	0.5
3394	uc002fjh.2-uc010chp.2	No driver	2	2	0	0	1	0	0
1843	uc003mbv.1-uc011dez.1	No driver	4	0	0	4	0	0	1
7375	uc003cwq.2-uc003cwr.2	No driver	1	0	0	1	0	0	1
6865	uc001jpm.2-uc001jpn.2	No driver	1	0	0	1	0	0	1
4148	uc002rdl.2-uc010exu.1	No driver	1	0	0	1	0	0	1
4905	uc002iku.2-uc010wkf.1	No driver	7	2	0	5	0.285714285714286	0	0.714285714285714
22800	uc001mlf.3-uc009ygq.2	No driver	5	0	0	5	0	0	1
5871	uc001obh.2-uc001obg.2	Driver	3	3	0	0	1	0	0
6197	uc004czu.2-uc011mjk.1	No driver	6	0	0	6	0	0	1
5159	uc003lro.2-uc003lrn.1	Driver	17	17	0	0	1	0	0
7317	uc004dhk.3-uc004dhm.2	No driver	3	0	0	3	0	0	1
116985	uc010rre.1-uc001osu.2	No driver	1	0	0	1	0	0	1
116985	uc010rre.1-uc009yth.2	No driver	1	0	0	1	0	0	1
116985	uc010rre.1-uc001osr.2	No driver	1	0	0	1	0	0	1
116985	uc010rre.1-uc001oss.2	No driver	1	0	0	1	0	0	1
9219	uc010rlx.1-uc001ntq.1	No driver	5	0	3	2	0	0.6	0.4
9219	uc001ntq.1-uc010rlx.1	No driver	5	3	0	2	0.6	0	0.4
23404	uc004bzu.2-uc011mca.1	No driver	4	4	0	0	1	0	0
863	uc002fmk.1-uc002fml.1	Driver	2	0	2	0	0	1	0
8031	uc001jit.2-uc010qhf.1	Driver	2	0	0	2	0	0	1
8031	uc001jis.3-uc010qhf.1	Driver	2	0	0	2	0	0	1
3612	uc003ych.2-uc011lfr.1	No driver	1	0	0	1	0	0	1
534	uc003nua.2-uc003ntz.2	No driver	1	0	0	1	0	0	1
534	uc003ntz.2-uc003nua.2	No driver	1	0	0	1	0	0	1
23295	uc002cxa.2-uc010uxq.1	No driver	1	1	0	0	1	0	0
163	uc002hjr.2-uc010wcj.1	No driver	3	0	0	3	0	0	1
2665	uc001iil.3-uc001iim.3	No driver	8	0	0	8	0	0	1
6160	uc002tas.1-uc002taq.3	No driver	19	0	0	19	0	0	1
79058	uc002kcx.2-uc002kcw.1	Driver	1	0	0	1	0	0	1
10938	uc010rnq.1-uc001obu.1	No driver	1	0	0	1	0	0	1
219771	uc001iyw.3-uc001iyv.3	No driver	1	0	0	1	0	0	1
10645	uc001tzt.2-uc001tzz.1	No driver	6	0	0	6	0	0	1
8658	uc003wss.2-uc011kww.1	No driver	2	0	0	2	0	0	1
4193	uc001sui.2-uc001suk.2	Driver	7	4	0	3	0.571428571428571	0	0.428571428571429
4193	uc001sui.2-uc009zrf.2	Driver	7	2	0	5	0.285714285714286	0	0.714285714285714
4193	uc001sui.2-uc009zrg.2	Driver	7	2	0	5	0.285714285714286	0	0.714285714285714
284217	uc002knm.2-uc002knk.2	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
112950	uc001cjg.3-uc001cje.1	No driver	1	0	0	1	0	0	1
7414	uc001jwe.2-uc010qkz.1	No driver	2	0	0	2	0	0	1
4952	uc004eur.2-uc010nrb.2	No driver	7	7	0	0	1	0	0
51176	uc003hyt.1-uc003hys.1	Driver	4	4	0	0	1	0	0
23198	uc002rxp.2-uc010fbt.1	No driver	5	0	0	5	0	0	1
11184	uc002oiy.1-uc002oiw.1	Driver	11	11	0	0	1	0	0
8906	uc001wkl.2-uc001wkj.2	No driver	2	0	0	2	0	0	1
8906	uc001wkl.2-uc001wkk.3	No driver	2	0	0	2	0	0	1
7090	uc002ask.2-uc010bik.1	No driver	2	1	0	1	0.5	0	0.5
7090	uc010ukd.1-uc010bik.1	No driver	2	1	0	1	0.5	0	0.5
55916	uc004eof.1-uc004eoe.1	No driver	1	0	0	1	0	0	1
55916	uc004eof.1-uc004eog.1	No driver	1	0	0	1	0	0	1
1601	uc003jlx.2-uc003jlw.2	No driver	8	0	0	8	0	0	1
5798	uc010zlc.1-uc002vla.2	No driver	1	0	0	1	0	0	1
84261	uc002mum.1-uc002mun.1	No driver	1	0	0	1	0	0	1
51765	uc004ewk.1-uc004ewm.1	No driver	1	0	0	1	0	0	1
1936	uc003yyv.2-uc011lki.1	No driver	4	0	0	4	0	0	1
2675	uc003wzu.1-uc003wzw.1	No driver	2	0	0	2	0	0	1
5913	uc001nfi.1-uc001nfj.1	No driver	1	0	0	1	0	0	1
10040	uc010dca.1-uc010wnc.1	No driver	3	0	0	3	0	0	1
10040	uc002iud.2-uc010dbz.2	No driver	3	0	0	3	0	0	1
891	uc011crd.1-uc003jvm.2	No driver	11	0	0	11	0	0	1
1571	uc001lnj.1-uc009ybl.1	No driver	1	0	0	1	0	0	1
5584	uc003fgs.2-uc003fgt.2	Driver	13	3	0	10	0.230769230769231	0	0.769230769230769
7745	uc003nkn.1-uc010jqy.1	No driver	1	0	0	1	0	0	1
2621	uc001vud.2-uc001vuf.2	No driver	3	0	0	3	0	0	1
72	uc002sjw.2-uc010yrn.1	Driver	1	0	0	1	0	0	1
9815	uc001tps.2-uc001tpr.2	No driver	4	4	0	0	1	0	0
1639	uc002sky.2-uc002skt.1	No driver	2	2	0	0	1	0	0
115557	uc009zpy.2-uc001spd.2	No driver	3	3	0	0	1	0	0
115557	uc009zpy.2-uc001spb.2	No driver	3	0	0	3	0	0	1
10487	uc001cfa.3-uc010oje.1	No driver	3	0	0	3	0	0	1
11004	uc001cmg.3-uc010olc.1	No driver	1	0	0	1	0	0	1
29780	uc003ben.2-uc003beo.2	No driver	1	0	0	1	0	0	1
7347	uc001vjq.2-uc001vjr.2	No driver	2	0	0	2	0	0	1
6342	uc001cur.1-uc001cuu.1	No driver	2	2	0	0	1	0	0
3645	uc010pht.1-uc009wsj.1	No driver	1	0	0	1	0	0	1
3611	uc001mef.2-uc001mei.2	No driver	10	4	0	6	0.4	0	0.6
3611	uc001mee.2-uc001mei.2	No driver	10	4	0	6	0.4	0	0.6
6711	uc002rxx.2-uc010you.1	No driver	3	0	0	3	0	0	1
6711	uc002rxu.2-uc010you.1	No driver	3	0	0	3	0	0	1
56339	uc001wbc.2-uc001wbb.2	No driver	1	0	0	1	0	0	1
5361	uc003ejg.2-uc003ejh.2	Driver	1	0	0	1	0	0	1
5063	uc004eoz.2-uc011mst.1	No driver	3	3	0	0	1	0	0
1731	uc002dxw.2-uc010veq.1	No driver	1	0	1	0	0	1	0
23348	uc010tir.1-uc010tit.1	No driver	1	0	0	1	0	0	1
23348	uc010tis.1-uc010tit.1	No driver	1	0	0	1	0	0	1
80726	uc010ebn.2-uc002nin.2	No driver	2	0	0	2	0	0	1
5794	uc002qjq.2-uc010esv.2	No driver	2	0	0	2	0	0	1
3030	uc002rgy.2-uc010yks.1	No driver	1	0	0	1	0	0	1
5583	uc010tsa.1-uc010tsb.1	No driver	2	0	0	2	0	0	1
4004	uc001mgh.1-uc001mgg.1	Driver	4	0	0	4	0	0	1
10076	uc001brw.2-uc001brx.2	Driver	1	0	0	1	0	0	1
57010	uc001oln.2-uc001olo.2	No driver	1	0	0	1	0	0	1
57010	uc001olo.2-uc001oln.2	No driver	1	0	0	1	0	0	1
51517	uc003cun.2-uc003cum.2	Driver	4	0	0	4	0	0	1
51517	uc003cum.2-uc003cun.2	Driver	4	0	0	4	0	0	1
716	uc001qsl.2-uc009zfr.2	No driver	2	0	0	2	0	0	1
716	uc001qsl.2-uc009zfs.2	No driver	2	2	0	0	1	0	0
716	uc001qsk.2-uc009zfr.2	No driver	2	0	0	2	0	0	1
7046	uc011lvc.1-uc004azd.2	No driver	17	0	0	17	0	0	1
55802	uc003dgs.3-uc003dgt.3	No driver	1	1	0	0	1	0	0
55339	uc002tpg.1-uc002tpi.1	No driver	1	0	0	1	0	0	1
55339	uc002tpi.1-uc002tpg.1	No driver	1	0	0	1	0	0	1
23286	uc003lzv.2-uc003lzw.2	No driver	2	2	0	0	1	0	0
8795	uc003xct.2-uc003xcs.1	No driver	10	2	0	8	0.2	0	0.8
8795	uc003xcs.1-uc003xct.2	No driver	10	0	2	8	0	0.2	0.8
8795	uc003xcu.2-uc003xcs.1	No driver	10	2	0	8	0.2	0	0.8
8767	uc003yee.2-uc003yef.2	Driver	14	0	0	14	0	0	1
4205	uc002bvf.2-uc010bot.2	Driver	1	0	0	1	0	0	1
10642	uc002iom.2-uc010dbj.2	No driver	2	0	0	2	0	0	1
91754	uc001xrl.2-uc001xrj.2	No driver	3	3	0	0	1	0	0
91754	uc001xrl.2-uc001xrk.2	No driver	3	0	0	3	0	0	1
80230	uc003mkc.1-uc003mkd.1	No driver	3	0	0	3	0	0	1
22877	uc001ubq.2-uc001ubr.2	No driver	1	1	0	0	1	0	0
22877	uc001ubq.2-uc001ubt.2	No driver	1	0	0	1	0	0	1
22877	uc001ubt.2-uc001ubr.2	No driver	1	1	0	0	1	0	0
54922	uc002pki.2-uc002pkh.2	No driver	1	0	0	1	0	0	1
54922	uc002pkh.2-uc002pki.2	No driver	1	0	0	1	0	0	1
5768	uc001gnz.2-uc001goc.2	No driver	1	1	0	0	1	0	0
5768	uc001gnz.2-uc001gny.2	No driver	1	0	0	1	0	0	1
8448	uc010vef.1-uc002dvl.2	No driver	1	0	1	0	0	1	0
10672	uc002jfc.2-uc010wqh.1	Driver	12	0	0	12	0	0	1
6119	uc003srh.2-uc003sri.2	No driver	3	0	0	3	0	0	1
8661	uc001ldu.2-uc010qsu.1	No driver	9	0	0	9	0	0	1
5886	uc002mvw.1-uc002mvz.1	No driver	24	0	0	24	0	0	1
5187	uc002gkd.2-uc010cns.2	Driver	2	1	0	1	0.5	0	0.5
51194	uc003jtc.2-uc003jte.2	No driver	3	3	0	0	1	0	0
1660	uc001gpr.2-uc009wyd.2	Driver	21	21	0	0	1	0	0
23534	uc003vol.1-uc010llx.1	No driver	1	1	0	0	1	0	0
55534	uc003ihz.1-uc011chd.1	No driver	1	0	0	1	0	0	1
23092	uc003lmt.2-uc003lmw.2	Driver	3	0	0	3	0	0	1
7316	uc001ugu.1-uc001ugr.2	No driver	43	43	0	0	1	0	0
7316	uc001ugs.3-uc001ugr.2	No driver	43	43	0	0	1	0	0
2494	uc009wzh.2-uc001gvc.2	No driver	3	0	0	3	0	0	1
2494	uc009wzh.2-uc010pph.1	No driver	3	0	0	3	0	0	1
5557	uc001smd.2-uc001sme.1	No driver	2	2	0	0	1	0	0
7171	uc002ndi.2-uc002ndj.2	Driver	3	0	0	3	0	0	1
7171	uc002ndj.2-uc002ndi.2	Driver	3	0	0	3	0	0	1
710	uc001nkr.1-uc001nks.1	No driver	5	0	0	5	0	0	1
196528	uc001ros.1-uc001rou.1	Driver	2	2	0	0	1	0	0
58533	uc001wsf.1-uc001wse.1	No driver	9	7	0	2	0.777777777777778	0	0.222222222222222
2199	uc011ava.1-uc011avb.1	No driver	6	0	0	6	0	0	1
27072	uc003tgy.2-uc003tgx.2	No driver	3	3	0	0	1	0	0
10664	uc002etl.2-uc002etm.1	Driver	1	1	0	0	1	0	0
8313	uc002jfh.2-uc002jfi.2	Driver	3	0	0	3	0	0	1
10256	uc001blm.3-uc009vse.2	Driver	7	0	0	7	0	0	1
55269	uc001uml.2-uc001umk.1	No driver	2	2	0	0	1	0	0
6301	uc001dwu.1-uc001dwz.1	No driver	1	0	0	1	0	0	1
9373	uc003zqd.2-uc003zqe.2	No driver	2	0	0	2	0	0	1
5936	uc001oiw.1-uc001oix.1	No driver	3	0	0	3	0	0	1
5936	uc001oix.1-uc001oiw.1	No driver	3	0	0	3	0	0	1
55040	uc002ira.3-uc010wmu.1	No driver	1	0	0	1	0	0	1
5900	uc004ccq.2-uc011mcv.1	Driver	12	0	0	12	0	0	1
5900	uc004cco.2-uc004cct.1	Driver	12	12	0	0	1	0	0
2475	uc001asd.2-uc001asc.2	Driver	4	0	0	4	0	0	1
3817	uc010eoh.2-uc002ptv.2	Driver	3	0	0	3	0	0	1
3817	uc002ptv.2-uc010eoh.2	Driver	3	0	0	3	0	0	1
55740	uc001hpc.1-uc001hpd.1	Driver	4	0	0	4	0	0	1
55740	uc001hpc.1-uc001hpb.1	Driver	4	4	0	0	1	0	0
55740	uc001hpd.1-uc001hpc.1	Driver	4	0	0	4	0	0	1
9532	uc003pdr.2-uc011dxo.1	No driver	2	0	0	2	0	0	1
2011	uc001nxz.3-uc009yoy.2	No driver	12	0	0	12	0	0	1
4436	uc002rvy.1-uc010yoh.1	Driver	8	0	0	8	0	0	1
4436	uc002rvy.1-uc010fbg.2	Driver	8	0	0	8	0	0	1
3187	uc003mkf.3-uc011dgn.1	No driver	14	0	0	14	0	0	1
7874	uc002czl.2-uc002czk.2	No driver	12	0	0	12	0	0	1
7874	uc002czl.2-uc002czj.2	No driver	12	12	0	0	1	0	0
2332	uc010nst.2-uc011mxa.1	Driver	3	3	0	0	1	0	0
26119	uc001bkl.3-uc009vrw.2	No driver	2	2	0	0	1	0	0
117177	uc001svl.1-uc001svp.2	No driver	2	0	0	2	0	0	1
117177	uc001svm.2-uc001svl.1	No driver	2	0	0	2	0	0	1
117177	uc001svp.2-uc001svm.2	No driver	2	0	0	2	0	0	1
6434	uc003fpv.2-uc003fpu.2	No driver	15	15	0	0	1	0	0
317	uc001tfz.2-uc001tgc.2	Driver	7	2	0	5	0.285714285714286	0	0.714285714285714
5930	uc002dmh.2-uc002dmk.2	No driver	2	0	0	2	0	0	1
29116	uc003nbq.2-uc003nbr.2	No driver	1	0	0	1	0	0	1
5624	uc002tol.2-uc010yzj.1	No driver	2	1	0	1	0.5	0	0.5
5624	uc002tol.2-uc010yzi.1	No driver	2	0	0	2	0	0	1
5624	uc002tol.2-uc002tok.2	No driver	2	0	0	2	0	0	1
9179	uc003utb.3-uc010lgm.2	No driver	1	0	0	1	0	0	1
9311	uc003wip.2-uc003win.2	No driver	1	0	0	1	0	0	1
23336	uc002bup.2-uc002buq.2	No driver	1	1	0	0	1	0	0
8649	uc003hvg.2-uc003hvi.2	No driver	1	1	0	0	1	0	0
6712	uc001ojd.2-uc001ojc.1	No driver	1	1	0	0	1	0	0
5915	uc003cdh.2-uc003cdi.1	No driver	3	0	0	3	0	0	1
5915	uc003cdh.2-uc011awl.1	No driver	3	0	0	3	0	0	1
4638	uc011bjw.1-uc010hrr.2	No driver	5	0	0	5	0	0	1
4638	uc011bjv.1-uc003egl.2	No driver	5	3	0	2	0.6	0	0.4
84958	uc001bnw.1-uc009vsu.1	No driver	2	0	0	2	0	0	1
9478	uc001tyw.2-uc001tyx.2	No driver	3	0	0	3	0	0	1
9478	uc001tyw.2-uc001tyv.2	No driver	3	0	0	3	0	0	1
207	uc010axa.2-uc010tyk.1	Driver	49	1	0	48	0.0204081632653061	0	0.979591836734694
207	uc010axa.2-uc001ypj.2	Driver	49	49	0	0	1	0	0
10802	uc003kzs.2-uc011cxu.1	No driver	3	0	0	3	0	0	1
50488	uc010vsl.1-uc010vsp.1	Driver	1	1	0	0	1	0	0
1399	uc002ztf.2-uc002ztg.1	Driver	33	33	0	0	1	0	0
10982	uc002kyg.2-uc010xcd.1	No driver	1	0	0	1	0	0	1
11011	uc002izz.3-uc010wpd.1	No driver	1	0	0	1	0	0	1
3069	uc002waz.2-uc002wbb.2	No driver	1	0	0	1	0	0	1
3053	uc002ztb.1-uc002ztc.2	No driver	1	0	0	1	0	0	1
11218	uc001ebs.2-uc010owf.1	No driver	11	0	0	11	0	0	1
11218	uc001ebs.2-uc001ebt.2	No driver	11	11	0	0	1	0	0
11117	uc002rii.3-uc002rik.3	No driver	1	0	0	1	0	0	1
5365	uc004fii.2-uc011mzd.1	No driver	2	0	0	2	0	0	1
5792	uc001cjs.2-uc001cju.2	Driver	4	0	0	4	0	0	1
5792	uc001cjs.2-uc001cjr.2	Driver	4	0	0	4	0	0	1
5429	uc011dvl.1-uc003ovr.3	No driver	3	0	3	0	0	1	0
5429	uc011dvl.1-uc003ovq.3	No driver	3	0	3	0	0	1	0
5429	uc011dvl.1-uc010jyu.2	No driver	3	0	3	0	0	1	0
8562	uc001uda.2-uc001udb.2	No driver	1	0	0	1	0	0	1
54973	uc001aee.1-uc001aej.1	No driver	1	0	0	1	0	0	1
11144	uc011anv.1-uc003avz.1	No driver	2	0	0	2	0	0	1
57154	uc003upv.1-uc003upt.2	No driver	4	0	0	4	0	0	1
5708	uc003fnn.1-uc011brj.1	Driver	33	0	0	33	0	0	1
5708	uc003fnn.1-uc011brk.1	Driver	33	0	0	33	0	0	1
6642	uc010uio.1-uc010bgv.2	No driver	4	2	0	2	0.5	0	0.5
6642	uc002amv.2-uc010uio.1	No driver	4	0	0	4	0	0	1
84759	uc002slz.2-uc002sly.2	No driver	3	3	0	0	1	0	0
4967	uc003tln.2-uc011kby.1	No driver	6	0	0	6	0	0	1
22795	uc001wzo.2-uc010tqs.1	No driver	2	0	0	2	0	0	1
9465	uc003qcl.1-uc003qcn.1	No driver	1	0	1	0	0	1	0
64601	uc002whe.2-uc002whi.2	No driver	1	0	0	1	0	0	1
23137	uc004ahr.2-uc011lry.1	No driver	1	1	0	0	1	0	0
752	uc002iin.2-uc002iiq.2	No driver	1	1	0	0	1	0	0
7136	uc010qxc.1-uc010qxe.1	No driver	1	0	0	1	0	0	1
7136	uc010qxe.1-uc010qxc.1	No driver	1	0	0	1	0	0	1
8792	uc002lin.2-uc010dpv.2	No driver	5	0	0	5	0	0	1
2768	uc003smu.2-uc011jwb.1	No driver	9	0	0	9	0	0	1
80198	uc001ofv.3-uc001ofx.3	No driver	3	3	0	0	1	0	0
4067	uc003xsk.3-uc003xsl.3	Driver	43	0	0	43	0	0	1
815	uc003lrs.2-uc003lru.2	No driver	8	0	6	2	0	0.75	0.25
51755	uc002hrw.3-uc010cvv.2	Driver	4	0	0	4	0	0	1
51755	uc010cvv.2-uc002hrw.3	Driver	4	0	0	4	0	0	1
3479	uc001tjo.2-uc001tjn.2	No driver	8	0	0	8	0	0	1
23191	uc001yus.2-uc001yuu.2	No driver	1	0	0	1	0	0	1
9470	uc002vtb.1-uc002vta.2	No driver	2	0	0	2	0	0	1
5887	uc011lwb.1-uc004bde.2	Driver	13	0	0	13	0	0	1
5887	uc011lwa.1-uc004bde.2	Driver	13	0	0	13	0	0	1
7430	uc003qru.3-uc011efr.1	Driver	8	1	0	7	0.125	0	0.875
7430	uc003qrt.3-uc011efr.1	Driver	8	1	0	7	0.125	0	0.875
9343	uc002ihn.2-uc010wje.1	Driver	5	0	0	5	0	0	1
9343	uc002ihn.2-uc010wjf.1	Driver	5	0	0	5	0	0	1
1855	uc001aer.3-uc009vka.2	No driver	13	8	0	5	0.615384615384615	0	0.384615384615385
1855	uc001aer.3-uc002quu.2	No driver	13	0	0	13	0	0	1
51347	uc001twy.3-uc001twv.2	No driver	2	2	0	0	1	0	0
51347	uc001twx.2-uc001twv.2	No driver	2	2	0	0	1	0	0
26156	uc010buw.2-uc002dbp.1	No driver	1	0	1	0	0	1	0
26156	uc002dbp.1-uc010buw.2	No driver	1	1	0	0	1	0	0
326624	uc010wre.1-uc010wrb.1	No driver	1	0	0	1	0	0	1
2957	uc001xvf.1-uc001xvg.1	No driver	4	0	0	4	0	0	1
8312	uc002cgq.1-uc002cgp.1	Driver	9	0	0	9	0	0	1
8312	uc002cgp.1-uc002cgq.1	Driver	9	0	0	9	0	0	1
65018	uc001bdm.2-uc001bdn.2	No driver	3	0	0	3	0	0	1
962	uc001fwn.2-uc001fwp.2	No driver	2	0	0	2	0	0	1
10673	uc010agj.2-uc001vqr.2	No driver	4	0	0	4	0	0	1
10673	uc001vqr.2-uc010agj.2	No driver	4	0	0	4	0	0	1
1647	uc001ddz.1-uc009wbd.1	No driver	2	2	0	0	1	0	0
2145	uc002iaz.2-uc010wgw.1	Driver	1	0	0	1	0	0	1
7799	uc001avk.2-uc001avj.2	No driver	1	1	0	0	1	0	0
7799	uc001avk.2-uc009voe.2	No driver	1	1	0	0	1	0	0
6477	uc002efo.1-uc002efn.1	No driver	1	0	0	1	0	0	1
6198	uc002ixy.2-uc002ixz.2	Driver	8	8	0	0	1	0	0
5775	uc002tmf.1-uc010yyr.1	No driver	3	0	0	3	0	0	1
489	uc002fxc.1-uc010ckn.1	No driver	1	1	0	0	1	0	0
4356	uc002iej.2-uc002ieh.2	No driver	3	0	3	0	0	1	0
4356	uc002iej.2-uc002iei.3	No driver	3	0	3	0	0	1	0
472	uc001pke.1-uc001pkb.1	Driver	4	0	0	4	0	0	1
9627	uc003ksw.1-uc003ktc.1	No driver	1	1	0	0	1	0	0
29896	uc010kuo.1-uc011jzd.1	No driver	4	0	4	0	0	1	0
3329	uc002uui.2-uc002uuj.2	No driver	1	0	0	1	0	0	1
27252	uc001gjc.2-uc009wwf.2	No driver	1	0	0	1	0	0	1
2155	uc010tjt.1-uc001vsw.2	No driver	2	0	0	2	0	0	1
1453	uc002kei.2-uc002keg.1	No driver	4	4	0	0	1	0	0
1453	uc002keg.1-uc002kei.2	No driver	4	0	4	0	0	1	0
2185	uc003xfp.1-uc003xfq.1	No driver	30	0	0	30	0	0	1
92	uc002twh.2-uc010zbn.1	Driver	9	0	0	9	0	0	1
1974	uc003fqu.2-uc003fqv.2	Driver	8	0	0	8	0	0	1
1974	uc003fqs.2-uc003fqv.2	Driver	8	0	0	8	0	0	1
667	uc003pcv.3-uc003pcz.3	No driver	3	0	3	0	0	1	0
667	uc003pcy.3-uc003pcv.3	No driver	1	1	0	0	1	0	0
818	uc001jvp.1-uc001jvr.1	No driver	4	0	0	4	0	0	1
4641	uc002fsn.2-uc002fso.2	No driver	2	0	0	2	0	0	1
322	uc001mcz.1-uc010rab.1	No driver	5	0	0	5	0	0	1
322	uc001mdb.1-uc001mcz.1	No driver	5	0	0	5	0	0	1
7042	uc001hlm.2-uc001hlo.2	No driver	1	1	0	0	1	0	0
3295	uc003ksj.2-uc011cwj.1	No driver	2	0	0	2	0	0	1
9656	uc003nrg.3-uc003nrf.3	Driver	8	8	0	0	1	0	0
55114	uc002dnb.2-uc002dne.1	No driver	3	3	0	0	1	0	0
55114	uc002dnb.2-uc002dmw.2	No driver	3	3	0	0	1	0	0
