GeneId	Symbol	Normal_transcript	Tumor_transcript	AffectingMutatedFeature
64895	PAPOLG	uc002saj.2	uc010fch.2	0
5607	MAP2K5	uc002aqv.2	uc002aqw.2	0
7743	ZNF189	uc011lvk.1	uc004bbi.1	0
26586	CKAP2	uc001vgu.2	uc001vgt.2	0
26586	CKAP2	uc010tha.1	uc001vgu.2	0
6470	SHMT1	uc002gtd.1	uc002gsz.2	0
2030	SLC29A1	uc003owx.1	uc011dvq.1	0
55108	BSDC1	uc010ohg.1	uc010ohi.1	0
9181	ARHGEF2	uc001fmt.2	uc001fmr.2	0
158293	FAM120AOS	uc004atp.3	uc004ats.3	0
158293	FAM120AOS	uc004atq.3	uc004atn.3	0
158293	FAM120AOS	uc004att.3	uc004ats.3	0
11033	ADAP1	uc003sjo.3	uc003sjn.3	0
23549	DNPEP	uc002vlh.2	uc002vlf.1	0
23549	DNPEP	uc002vlh.2	uc002vlj.2	0
55614	KIF16B	uc010gch.1	uc002wpg.1	0
55929	DMAP1	uc001cls.1	uc001clq.1	0
140459	ASB6	uc004bye.1	uc004byg.1	0
203197	C9orf91	uc004bjd.3	uc004bje.3	0
1508	CTSB	uc003wut.1	uc003wun.2	0
84942	WDR73	uc002bkx.2	uc002bkw.2	0
5900	RALGDS	uc004cco.2	uc004ccu.1	0
7739	ZNF185	uc011myh.1	uc010ntv.1	0
8500	PPFIA1	uc001opo.2	uc001ops.2	0
55074	OXR1	uc003ymf.2	uc003ymk.2	0
54540	FAM193B	uc003mhu.2	uc003mhw.2	0
10125	RASGRP1	uc001zke.3	uc001zkd.3	0
123876	ACSM2A	uc002dhg.3	uc002dhf.3	0
123876	ACSM2A	uc002dhg.3	uc010vay.1	0
123876	ACSM2A	uc010bwe.2	uc002dhf.3	0
83716	CRISPLD2	uc010voh.1	uc002fin.3	0
4659	PPP1R12A	uc010suc.1	uc001sza.2	0
3985	LIMK2	uc003akk.2	uc003akh.2	0
23034	SAMD4A	uc001xbb.2	uc001xbf.1	0
728723	LOC728723	uc003key.2	uc010izz.2	0
57478	USP31	uc002dll.2	uc010vca.1	0
6776	STAT5A	uc010cyc.1	uc002hzj.1	0
79846	C7orf63	uc010leo.2	uc011khj.1	0
3419	IDH3A	uc010umu.1	uc010umv.1	0
54840	APTX	uc003zrl.2	uc003zrr.2	0
54840	APTX	uc003zrv.2	uc003zrn.2	0
54840	APTX	uc003zrx.2	uc003zrn.2	0
54840	APTX	uc003zrz.2	uc003zrq.2	0
9364	RAB28	uc003gmt.2	uc003gmv.2	1
375298	CERKL	uc002uny.2	uc002uod.1	0
27342	RABGEF1	uc003tvg.2	uc010lag.2	0
5451	POU2F1	uc001gef.2	uc009wvg.1	1
26133	TRPC4AP	uc002xbl.2	uc002xbj.2	0
10236	HNRNPR	uc001bgs.3	uc009vql.2	0
10236	HNRNPR	uc009vqk.2	uc001bgo.2	0
2956	MSH6	uc002rwd.3	uc002rwc.2	0
54674	LRRN3	uc003vft.3	uc003vfs.3	0
2065	ERBB3	uc009zoj.2	uc001sjl.2	0
10057	ABCC5	uc003fmh.2	uc010hxm.2	0
51447	IP6K2	uc003cus.2	uc003cup.2	0
51447	IP6K2	uc003cus.2	uc003cuq.2	0
11146	GLMN	uc001dor.2	uc009wdg.2	0
54802	TRIT1	uc010oiz.1	uc001cen.2	0
56243	KIAA1217	uc001iru.3	uc010qcz.1	0
56243	KIAA1217	uc001irx.2	uc001isa.1	0
64840	PORCN	uc004djs.1	uc004dju.1	0
4356	MPP3	uc002iej.2	uc010czi.1	0
2941	GSTA4	uc003pbf.2	uc003pbd.2	0
65110	UPF3A	uc001vup.2	uc001vus.2	0
23190	UBXN4	uc002tur.2	uc002tus.2	0
54882	ANKHD1	uc003lfv.1	uc003lft.1	0
54882	ANKHD1	uc010jfl.2	uc003lfp.2	1
6871	TADA2A	uc002hnu.1	uc002hnv.2	0
8525	DGKZ	uc001ncm.2	uc001nck.1	0
8525	DGKZ	uc001ncm.2	uc010rgq.1	0
8525	DGKZ	uc001ncm.2	uc010rgr.1	0
4292	MLH1	uc010hgp.2	uc010hgg.1	0
8737	RIPK1	uc010jni.2	uc011dhs.1	0
23243	ANKRD28	uc003caj.1	uc011avy.1	0
8904	CPNE1	uc002xdm.2	uc002xdj.2	0
56911	C21orf7	uc002yng.2	uc010glo.2	0
8854	ALDH1A2	uc002aex.2	uc010ugv.1	0
22900	CARD8	uc002pid.1	uc010xzj.1	0
22900	CARD8	uc002pii.3	uc010xzj.1	0
22900	CARD8	uc002pij.1	uc002pii.3	0
22900	CARD8	uc002pij.1	uc010els.2	0
22900	CARD8	uc002pij.1	uc010xzk.1	0
440603	BCL2L15	uc001edy.2	uc001edz.1	0
10411	RAPGEF3	uc009zks.2	uc009zkp.2	0
4850	CNOT4	uc003vss.2	uc003vsu.1	0
285343	C3orf23	uc003cne.3	uc003cnc.3	0
84293	C10orf58	uc001kcg.3	uc001kce.3	0
5959	RDH5	uc001shk.2	uc010spu.1	0
5833	PCYT2	uc002kch.1	uc010dii.1	0
79798	ARMC5	uc010vfn.1	uc010vfp.1	0
5094	PCBP2	uc001sdc.3	uc001sdd.3	0
375260	WASH2P	uc002tkh.2	uc002tka.2	1
375260	WASH2P	uc002tkh.2	uc002tke.1	1
375484	C5orf25	uc003mds.3	uc003mdr.3	0
94134	ARHGAP12	uc001ivy.1	uc009xlq.1	0
7089	TLE2	uc010dth.2	uc010dti.2	0
7089	TLE2	uc010dth.2	uc010xhb.1	0
11326	VSIG4	uc004dwh.2	uc010nkq.1	0
9941	EXOG	uc003cik.2	uc003cii.2	0
11100	HNRNPUL1	uc002oqd.3	uc010ehm.2	0
3373	HYAL1	uc003czm.2	uc003czq.2	0
4585	MUC4	uc010hzq.2	uc003fvb.2	1
7869	SEMA3B	uc003cyu.2	uc010hli.2	0
5998	RGS3	uc004bia.2	uc004bhy.1	1
3185	HNRNPF	uc001jau.2	uc001jat.2	0
3185	HNRNPF	uc009xmh.1	uc001jar.2	0
3185	HNRNPF	uc009xmh.1	uc001jat.2	0
7422	VEGFA	uc003owf.2	uc003owb.2	0
80325	ABTB1	uc003ejs.2	uc010hsm.2	0
80325	ABTB1	uc003ejt.2	uc003eju.2	0
6252	RTN1	uc001xen.1	uc001xem.1	0
634	CEACAM1	uc002otv.2	uc010eij.2	0
1024	CDK8	uc001uqr.1	uc001uqs.1	0
1024	CDK8	uc001uqs.1	uc001uqr.1	0
54930	HAUS4	uc001whv.2	uc001whu.2	0
54930	HAUS4	uc001whv.2	uc001whx.2	0
6509	SLC1A4	uc010yqa.1	uc010fcv.2	0
51474	LIMA1	uc001rwi.3	uc001rwg.3	0
51474	LIMA1	uc001rwi.3	uc001rwh.3	0
51085	MLXIPL	uc003tyn.1	uc003tyl.1	0
51085	MLXIPL	uc003tyn.1	uc003tyq.1	1
54103	PION	uc003ugg.1	uc011kgo.1	0
64400	AKTIP	uc002ehl.2	uc002ehm.2	0
6059	ABCE1	uc003ijx.2	uc003ijy.2	0
54872	PIGG	uc011bux.1	uc010ibf.2	0
643837	LOC643837	uc001abq.1	uc001abp.1	0
8028	MLLT10	uc001iqt.2	uc001ira.2	0
8028	MLLT10	uc001iqu.1	uc001iqs.2	0
55322	C5orf22	uc003jhj.3	uc003jhk.3	0
4287	ATXN3	uc010twl.1	uc001yae.3	0
4289	MKLN1	uc010lmh.2	uc003vqs.2	0
56890	MDM1	uc010stc.1	uc001stz.2	0
56890	MDM1	uc010stc.1	uc001sua.3	0
56890	MDM1	uc010std.1	uc009zqv.1	0
2272	FHIT	uc003dky.2	uc010hnn.1	0
10181	RBM5	uc003cyg.2	uc003cyf.2	1
8890	EIF2B4	uc002rkb.2	uc002rke.2	0
5892	RAD51L3	uc002hir.2	uc010wcd.1	0
51599	LSR	uc002nym.2	uc002nyl.2	0
6484	ST3GAL4	uc009zce.2	uc001qdt.2	0
57038	RARS2	uc003pmb.2	uc003pmf.2	0
8425	LTBP4	uc002ook.1	uc002ooh.1	1
8425	LTBP4	uc002oom.1	uc002ooj.1	1
497258	BDNFOS	uc001mrn.2	uc009yio.2	0
497258	BDNFOS	uc001mrq.3	uc009yik.2	0
497258	BDNFOS	uc001mrq.3	uc009yix.2	0
90102	PHLDB2	uc003dyi.2	uc010hqa.2	0
149465	WDR65	uc010ojz.1	uc001cip.1	0
10188	TNK2	uc003fvu.1	uc010hzx.1	0
23224	SYNE2	uc001xgl.2	uc001xgm.2	0
23224	SYNE2	uc001xgn.2	uc010aqa.2	1
6525	SMTN	uc003ajk.1	uc011alg.1	0
9651	PLCH2	uc001ajl.1	uc001aji.1	0
9651	PLCH2	uc001ajl.1	uc010nyz.1	0
51338	MS4A4A	uc001npb.2	uc001npa.2	0
120	ADD3	uc001kyu.2	uc001kyv.2	0
3376	IARS	uc004aru.3	uc010mqt.2	0
9862	MED24	uc002hts.2	uc002htt.2	0
55132	LARP1B	uc003ify.2	uc003iga.2	0
55132	LARP1B	uc003igb.1	uc003igf.2	0
23063	WAPAL	uc001kdn.2	uc010qmi.1	0
10525	HYOU1	uc001pux.3	uc001puu.2	0
833	CARS	uc001lxh.2	uc001lxg.2	0
208	AKT2	uc010egu.1	uc010xvj.1	0
132014	IL17RE	uc003btw.2	uc011atn.1	0
10307	APBB3	uc003lgd.1	uc003lgf.1	0
165082	GPR113	uc002rhb.1	uc010eyk.1	0
165082	GPR113	uc002rhb.1	uc010yky.1	0
56649	TMPRSS4	uc010rxo.1	uc010rxq.1	0
56649	TMPRSS4	uc010rxt.1	uc010rxp.1	0
641298	LOC641298	uc002dkt.1	uc002dkq.2	0
4430	MYO1B	uc002usq.2	uc010fsg.2	0
8120	AP3B2	uc010uoh.1	uc010uoi.1	0
6929	TCF3	uc002ltt.3	uc002lto.2	1
23189	KANK1	uc003zgn.1	uc003zgo.1	0
387647	LOC387647	uc001iup.2	uc001iun.2	0
79882	ZC3H14	uc001xwy.2	uc001xwx.2	0
79882	ZC3H14	uc001xwy.2	uc010twg.1	0
23596	OPN3	uc001hzc.2	uc001hzb.2	1
23338	PHF15	uc011cxt.1	uc003kzk.2	0
23338	PHF15	uc011cxt.1	uc003kzp.2	0
8218	CLTCL1	uc011agv.1	uc011agt.1	0
10042	HMGXB4	uc011amh.1	uc003ank.2	0
51111	SUV420H1	uc001onm.1	uc010rqa.1	0
51111	SUV420H1	uc001onp.2	uc001ono.1	0
100129583	FAM47E	uc003hjv.2	uc010ijf.2	0
401237	FLJ22536	uc003ndn.2	uc003ndk.1	0
6428	SFRS3	uc011dtp.1	uc003omk.2	0
81577	GFOD2	uc002eub.2	uc002eua.1	0
9122	SLC16A4	uc010ovy.1	uc001dzp.1	0
9147	SDCCAG1	uc001wxc.2	uc001wxa.2	0
128989	C22orf25	uc002zrc.1	uc011ahh.1	0
128989	C22orf25	uc002zrg.2	uc011ahf.1	0
59	ACTA2	uc001kfp.2	uc001kfq.2	0
85015	USP45	uc003ppx.2	uc003ppv.2	0
85015	USP45	uc003pqa.2	uc010kcq.1	0
85015	USP45	uc010kcq.1	uc003ppy.2	0
92014	MCART1	uc004aar.1	uc004aav.2	0
7453	WARS	uc001yhh.1	uc001yhe.1	0
89797	NAV2	uc001mpt.2	uc009yhz.2	0
3895	KTN1	uc010trc.1	uc001xcf.1	0
959	CD40LG	uc010nse.1	uc004faa.2	0
6120	RPE	uc002vdn.2	uc010zjf.1	0
128061	C1orf131	uc001hul.2	uc001hun.1	0
442578	STAG3L3	uc003txd.3	uc011kem.1	0
10025	MED16	uc002lqd.1	uc010drw.1	0
84172	POLR1B	uc002thy.2	uc002thw.2	0
2852	GPER	uc003skb.2	uc003sjz.1	0
825	CAPN3	uc001zpq.1	uc001zpt.1	0
825	CAPN3	uc001zpr.1	uc001zpo.1	0
825	CAPN3	uc001zpr.1	uc001zpq.1	0
338811	FAM19A2	uc001sqy.2	uc001sqv.2	0
57226	LYRM2	uc003pnl.3	uc010kcf.1	0
9555	H2AFY	uc003lan.1	uc003lal.1	1
122060	SLAIN1	uc001vkk.1	uc001vkm.2	0
1677	DFFB	uc001alb.2	uc001ald.2	0
1677	DFFB	uc001alc.2	uc001ale.2	0
90417	C15orf23	uc001zll.2	uc010ucp.1	0
91653	BOC	uc003dzz.2	uc003eab.2	1
10898	CPSF4	uc003uqi.2	uc003uqk.2	0
10898	CPSF4	uc003uqk.2	uc003uqj.2	0
2335	FN1	uc002vff.2	uc002vfd.2	1
2335	FN1	uc002vff.2	uc002vfj.2	0
4179	CD46	uc001hgm.2	uc001hgi.2	0
4976	OPA1	uc003fth.2	uc003ftk.2	0
983	CDK1	uc001jld.2	uc001jle.2	0
728190	LOC728190	uc001keo.3	uc009xtc.2	0
728190	LOC728190	uc001keo.3	uc009xtd.2	0
4133	MAP2	uc002vdc.1	uc002vdg.1	0
151246	SGOL2	uc002uvw.2	uc010zhd.1	0
80344	DCAF11	uc001wly.2	uc001wma.3	0
5634	PRPS2	uc004cva.2	uc010nec.2	0
150365	MEI1	uc003bbc.1	uc010gyo.1	0
150365	MEI1	uc003bbf.2	uc003bbe.1	0
150365	MEI1	uc003bbf.2	uc010gym.1	0
23383	KIAA0892	uc002nmk.3	uc010ece.2	0
80167	C4orf29	uc003ifr.2	uc010inz.2	0
23245	ASTN2	uc004bjv.1	uc011lxr.1	0
127943	FCRLB	uc001gbi.2	uc001gbn.3	1
91833	WDR20	uc001yld.2	uc001ylb.2	0
91833	WDR20	uc001yle.2	uc001yld.2	0
29775	CARD10	uc003asw.1	uc011ank.1	0
22933	SIRT2	uc002oju.1	uc010egj.1	0
27433	TOR2A	uc004bru.3	uc004brw.3	0
27433	TOR2A	uc004bru.3	uc011maj.1	0
93643	TJAP1	uc003ove.2	uc010jyp.2	0
9360	PPIG	uc002ufc.1	uc010fpx.2	0
51604	PIGT	uc002xoh.1	uc010zwv.1	0
374819	LRRC37A3	uc010dek.1	uc002jey.2	1
63895	FAM38B	uc002kor.3	uc002koq.2	0
23353	SUN1	uc011jvp.1	uc011jvr.1	0
23350	SR140	uc003evh.1	uc003evk.1	0
54828	BCAS3	uc002iyw.3	uc002izc.3	0
196051	PPAPDC1A	uc010qtd.1	uc001lex.1	0
196051	PPAPDC1A	uc010qtd.1	uc009xzl.1	0
10040	TOM1L1	uc010dca.1	uc010wnb.1	0
8498	RANBP3	uc002mdz.2	uc002mdx.2	0
113540	CMTM1	uc002epa.3	uc002epk.3	0
9970	NR1I3	uc001fzn.2	uc010pkn.1	0
9970	NR1I3	uc001fzp.2	uc010pkm.1	0
9970	NR1I3	uc001fzw.2	uc010pkn.1	0
9970	NR1I3	uc001fzy.2	uc010pkm.1	0
9970	NR1I3	uc001gab.2	uc010pkm.1	0
113000	RPUSD1	uc002ckb.2	uc002cka.2	0
84256	FLYWCH1	uc002csc.2	uc002cse.2	0
10443	N4BP2L2	uc010abe.1	uc010tdz.1	0
65980	BRD9	uc003jbq.2	uc003jbo.2	0
7092	TLL1	uc011cjo.1	uc003irh.1	0
92799	SHKBP1	uc010xvn.1	uc002oof.2	0
8448	DOC2A	uc010vef.1	uc002dvp.2	0
80025	PANK2	uc002wkc.2	uc002wkd.2	0
8334	HIST1H2AC	uc003ngo.2	uc003ngm.2	1
27314	RAB30	uc010rst.1	uc009yvg.1	1
6605	SMARCE1	uc002hva.2	uc010wfj.1	0
10073	SNUPN	uc002bao.2	uc002ban.2	0
11152	WDR45	uc004dml.1	uc004dmm.1	0
388677	NOTCH2NL	uc001emn.3	uc001emo.2	1
8505	PARG	uc010qgw.1	uc009xoi.2	0
51147	ING4	uc001qpv.3	uc001qpw.3	0
51147	ING4	uc001qpw.3	uc001qpy.3	0
9170	LPAR2	uc002nnb.3	uc002nnc.3	0
79089	TMUB2	uc002ifo.2	uc002ift.2	0
126119	JOSD2	uc002pso.1	uc002psq.1	0
9677	PPIP5K1	uc001zry.3	uc001zrx.1	0
6919	TCEA2	uc011abr.1	uc010gku.1	0
4045	LSAMP	uc003ebt.2	uc011bis.1	1
3590	IL11RA	uc011loq.1	uc003zvi.2	0
27065	D4S234E	uc003gib.2	uc003ghz.2	0
10312	TCIRG1	uc001one.2	uc001onh.2	0
54849	DEF8	uc002fpo.1	uc002fpq.1	0
54849	DEF8	uc010vpr.1	uc002fpm.2	0
10198	MPHOSPH9	uc001uel.2	uc010tam.1	0
1196	CLK2	uc001fjw.2	uc001fjx.2	0
3240	HP	uc002fbw.3	uc010cgm.2	1
1487	CTBP1	uc003gct.1	uc003gcw.2	0
55072	RNF31	uc001wml.1	uc001wmo.1	0
374666	WASH3P	uc002cdk.2	uc010bpo.2	0
374666	WASH3P	uc010bpo.2	uc002cdr.2	0
374666	WASH3P	uc010utt.1	uc002cdr.2	0
56181	FAM54B	uc001bkr.3	uc001bku.3	0
56181	FAM54B	uc001bkr.3	uc010oet.1	0
7343	UBTF	uc010czt.2	uc002ige.2	0
9696	CROCC	uc001azt.2	uc001azv.2	0
79906	MORN1	uc001ajb.1	uc009vld.2	0
54629	FAM63B	uc002afj.2	uc002afl.2	0
26012	NELF	uc004cnc.2	uc011mex.1	0
2672	GFI1	uc001dow.3	uc001dou.3	0
10717	AP4B1	uc001eeb.2	uc001eea.1	0
57670	KIAA1549	uc011kql.1	uc003vuk.3	0
134145	FAM173B	uc003jeo.2	uc003jep.2	0
55791	C1orf103	uc001eaa.2	uc001dzz.2	0
55512	SMPD3	uc010vlh.1	uc002ewa.2	0
284942	RPL23AP82	uc003bnq.1	uc003bnr.1	0
10346	TRIM22	uc001mbr.2	uc010qzm.1	0
926	CD8B	uc010fgt.2	uc002srx.2	0
129285	KLRAQ1	uc002rwl.2	uc002rwi.1	0
374977	C1orf175	uc009vzr.1	uc001cxo.2	0
374977	C1orf175	uc009vzr.1	uc001cxs.2	0
374977	C1orf175	uc009vzr.1	uc001cxu.2	0
374977	C1orf175	uc009vzr.1	uc009vzq.1	0
374977	C1orf175	uc009vzr.1	uc010ooe.1	0
26095	PTPN20B	uc001jdh.1	uc009xmx.1	0
26095	PTPN20B	uc001jdi.1	uc009xmx.1	0
26095	PTPN20B	uc001jdk.1	uc001jdi.1	0
26095	PTPN20B	uc001jdr.1	uc001jdb.1	0
26095	PTPN20B	uc001jfe.1	uc001jdr.1	0
26088	GGA1	uc003atf.2	uc003atd.2	0
100129075	C14orf33	uc001xbz.2	uc010aop.2	0
100129075	C14orf33	uc010aop.2	uc001xca.2	0
221264	AKD1	uc003pts.1	uc011eat.1	0
63941	NECAB3	uc002wzm.3	uc002wzo.3	0
63941	NECAB3	uc002wzn.3	uc002wzq.3	0
3824	KLRD1	uc009zhh.2	uc001qxz.3	0
3824	KLRD1	uc009zhi.2	uc001qxy.3	1
9912	RICH2	uc010vvl.1	uc002gnt.1	0
142678	MIB2	uc001agj.2	uc001agg.2	0
4245	MGAT1	uc010jlh.2	uc003mmg.3	0
4245	MGAT1	uc010jlh.2	uc010jlf.2	0
9659	PDE4DIP	uc001elx.3	uc001emh.2	1
23460	ABCA6	uc002jhy.2	uc002jhx.1	0
27443	CECR2	uc002zml.2	uc002zmn.2	0
6655	SOS2	uc001wxs.3	uc010tql.1	1
151525	WDSUB1	uc002uak.3	uc002ual.3	0
6442	SGCA	uc002iqj.2	uc010wmh.1	0
6442	SGCA	uc010wmh.1	uc010wmi.1	0
283130	SLC25A45	uc009yqi.1	uc001odr.1	0
653519	GPR89A	uc001eot.2	uc001eoq.2	0
6000	RGS7	uc001hyw.2	uc001hyt.2	0
6000	RGS7	uc010pyi.1	uc001hyw.2	1
400818	NBPF9	uc001eli.3	uc010oxn.1	0
338692	ANKRD13D	uc001oke.1	uc001okc.1	0
57731	SPTBN4	uc002onz.2	uc010egx.2	1
57731	SPTBN4	uc002ooa.2	uc010egy.1	1
85440	DOCK7	uc001dao.2	uc001daq.2	0
9389	SLC22A14	uc011ayo.1	uc003cia.2	0
10018	BCL2L11	uc002tgv.1	uc002thd.1	0
10018	BCL2L11	uc002tgy.1	uc002thb.1	0
10018	BCL2L11	uc002thd.1	uc002tha.1	0
54522	ANKRD16	uc009xif.2	uc001iio.1	0
729085	FAM198A	uc003cmp.3	uc010hii.2	0
212	ALAS2	uc004dud.3	uc004dub.3	0
124512	C17orf95	uc002jsr.2	uc002jsq.2	0
196743	PAOX	uc001lmw.2	uc001lmy.2	0
221016	CCDC7	uc009xlx.1	uc009xly.1	0
64236	PDLIM2	uc003xby.2	uc003xca.2	0
11194	ABCB8	uc003wik.3	uc003wim.3	0
8681	JMJD7-PLA2G4B	uc001zon.2	uc001zoq.3	0
51004	COQ6	uc001xpf.2	uc010tum.1	0
8678	BECN1	uc002ibn.2	uc010whb.1	0
2259	FGF14	uc001vpf.2	uc001vpe.2	1
3990	LIPC	uc002afa.1	uc010bga.1	0
5532	PPP3CB	uc010qkj.1	uc001jue.2	0
800	CALD1	uc003vsb.2	uc010lmn.2	0
148327	CREB3L4	uc001fdn.3	uc001fdp.1	0
7849	PAX8	uc010yxv.1	uc010fku.1	0
56895	AGPAT4	uc003qts.1	uc011egd.1	0
23127	GLT25D2	uc001gqs.2	uc001gqr.2	0
30819	KCNIP2	uc001kty.2	uc001ktz.2	0
5884	RAD17	uc003jwh.2	uc003jwl.2	0
5884	RAD17	uc003jwm.2	uc003jwn.2	0
8787	RGS9	uc010dem.2	uc002jff.2	1
65117	RSRC2	uc001ucp.2	uc001ucs.2	0
7409	VAV1	uc010dva.1	uc002mfu.1	0
57147	SCYL3	uc001ggt.2	uc001ggs.2	0
55741	EDEM2	uc002xbq.2	uc010zuu.1	0
1161	ERCC8	uc003jsm.3	uc003jsl.3	0
406	ARNTL	uc001mku.2	uc001mkx.2	1
406	ARNTL	uc001mkw.2	uc001mky.2	1
283298	OLFML1	uc001mfi.2	uc001mfh.1	0
27032	ATP2C1	uc011blg.1	uc003enk.2	0
4281	MID1	uc004cub.1	uc004csz.3	1
4281	MID1	uc004cug.1	uc004csz.3	1
4281	MID1	uc004cug.1	uc004cub.1	0
4193	MDM2	uc001sui.2	uc001sun.3	0
4193	MDM2	uc009zqz.2	uc009zqy.1	0
3077	HFE	uc003nfx.1	uc003ngd.1	0
3077	HFE	uc003nga.1	uc003ngf.1	1
2898	GRIK2	uc010kcw.2	uc003pqn.2	1
79096	C11orf49	uc001ndp.2	uc001ndq.2	0
79096	C11orf49	uc010rgy.1	uc001ndp.2	0
23145	SSPO	uc003wgh.2	uc010lpm.1	0
9542	NRG2	uc003lev.1	uc003lex.1	0
841	CASP8	uc002uxr.1	uc010ftf.2	0
9209	LRRFIP2	uc003cgt.3	uc003cgr.2	0
56927	GPR108	uc002mfp.2	uc002mfo.3	0
55777	MBD5	uc002twm.3	uc002twp.2	0
91300	C19orf22	uc002lqg.2	uc002lqi.2	0
252983	STXBP4	uc010dcd.1	uc002iuf.1	0
1733	DIO1	uc010onw.1	uc010onx.1	0
222256	CDHR3	uc003vdk.2	uc003vdm.3	1
222256	CDHR3	uc003vdk.2	uc011klt.1	1
91966	CXorf40A	uc004fdh.2	uc011mxn.1	0
91966	CXorf40A	uc011mxo.1	uc004fdg.2	0
5371	PML	uc002awk.2	uc002awr.2	0
26135	SERBP1	uc001ddy.2	uc001ddx.2	0
9814	SFI1	uc003ald.1	uc003alg.2	0
9814	SFI1	uc011alp.1	uc003alg.2	0
9814	SFI1	uc011alq.1	uc003ali.2	0
1781	DYNC1I2	uc002uhd.1	uc002uha.1	0
1781	DYNC1I2	uc002uhd.1	uc002uhb.1	0
1781	DYNC1I2	uc002uhd.1	uc010zdu.1	0
25790	CCDC19	uc001fui.2	uc001fuk.2	0
10290	SPEG	uc002vlq.2	uc002vlm.2	1
10290	SPEG	uc010fwg.2	uc002vlp.1	1
10290	SPEG	uc010fwh.1	uc010fwg.2	1
3148	HMGB2	uc003ita.3	uc011ckc.1	0
25871	C3orf17	uc011bic.1	uc003dzq.2	0
55146	ZDHHC4	uc003sqj.2	uc003sqk.2	0
84264	HAGHL	uc010uup.1	uc002cjl.1	0
7029	TFDP2	uc011bng.1	uc003euk.3	0
374986	FAM73A	uc001dhx.2	uc001dhy.1	0
59352	LGR6	uc001gxv.2	uc001gxu.2	0
2744	GLS	uc010zgi.1	uc002usg.1	0
3749	KCNC4	uc001dzg.2	uc001dzi.2	1
177	AGER	uc003oaq.1	uc003oal.1	1
177	AGER	uc011dpm.1	uc003oal.1	1
177	AGER	uc011dps.1	uc003oam.1	1
1153	CIRBP	uc002lrr.3	uc010xgl.1	1
29123	ANKRD11	uc002fnd.2	uc002fnf.1	0
23387	SIK3	uc001pqa.2	uc001ppw.2	0
6238	RRBP1	uc010zrq.1	uc002wpw.1	0
56477	CCL28	uc010ivn.2	uc003jnt.2	1
2534	FYN	uc003pvi.2	uc003pvh.2	0
80852	GRIP2	uc011avh.1	uc010heh.2	0
57545	CC2D2A	uc003gnz.1	uc003goa.1	0
57545	CC2D2A	uc010idv.2	uc003gnu.2	0
57545	CC2D2A	uc010idv.2	uc003goa.1	0
23229	ARHGEF9	uc004dvn.2	uc004dvl.2	0
323	APBB2	uc011byt.1	uc003gvk.2	0
285753	C6orf182	uc010kdl.2	uc003psy.3	0
4782	NFIC	uc010xhh.1	uc002lxq.1	0
4782	NFIC	uc010xhi.1	uc002lxo.2	0
9481	SLC25A27	uc011dwb.1	uc011dwc.1	0
51008	ASCC1	uc001jss.1	uc001jsu.1	0
152687	ZNF595	uc003fzu.1	uc011bus.1	0
7106	TSPAN4	uc001lsd.1	uc001lse.1	0
7106	TSPAN4	uc001lsg.1	uc001lsh.1	0
26127	FGFR1OP2	uc001rhl.2	uc001rhm.2	0
79849	PDZD3	uc001pvz.2	uc001pwa.2	0
55892	MYNN	uc003fft.2	uc010hwo.2	0
55892	MYNN	uc011bpm.1	uc003ffw.1	0
84548	TMEM185A	uc011mxp.1	uc004fdp.3	0
55578	FAM48A	uc010abt.2	uc001uwg.2	0
9113	LATS1	uc003qmu.1	uc010kig.1	0
439927	C1orf180	uc010ory.1	uc001dke.1	0
10124	ARL4A	uc003sss.2	uc003ssp.2	0
202374	STK32A	uc010jgn.1	uc011dbw.1	0
10144	FAM13A	uc003hsb.1	uc003hsc.1	0
10144	FAM13A	uc003hsb.1	uc010ikr.1	0
10144	FAM13A	uc003hsc.1	uc011cdq.1	0
10146	G3BP1	uc003lum.2	uc003luq.2	0
80975	TMPRSS5	uc009yyu.2	uc001pod.3	0
55249	YY1AP1	uc001flp.2	uc001flg.2	0
91860	CALML4	uc002arb.2	uc010bhz.2	0
11101	ATE1	uc001lfq.2	uc010qts.1	0
11101	ATE1	uc010qtr.1	uc009xzu.2	0
9284	NPIP	uc002dcy.3	uc002dcx.3	0
10361	NPM2	uc003xae.2	uc003xad.2	0
79618	HMBOX1	uc003xhf.2	uc011lay.1	0
55010	C12orf48	uc001tjh.2	uc009zud.2	0
55010	C12orf48	uc009zuc.2	uc001tjd.2	0
9369	NRXN3	uc010asw.2	uc001xur.3	0
1837	DTNA	uc010dml.2	uc002kxv.3	0
1837	DTNA	uc010dml.2	uc002kxx.2	0
1837	DTNA	uc010dml.2	uc010dmk.1	0
80036	TRPM3	uc004ahw.2	uc004ahy.2	0
80036	TRPM3	uc004ahy.2	uc004aib.2	0
80036	TRPM3	uc004aia.2	uc004aig.2	1
3267	AGFG1	uc002vpe.2	uc002vpf.2	0
5126	PCSK2	uc010zrm.1	uc002wpn.2	0
85021	REPS1	uc011edr.1	uc003qii.2	0
10795	ZNF268	uc010tch.1	uc010tce.1	0
2585	GALK2	uc001zxj.1	uc010ufb.1	0
79145	CHCHD7	uc003xsv.2	uc003xsw.2	0
775	CACNA1C	uc001qkb.2	uc001qkq.2	0
775	CACNA1C	uc009zdv.1	uc001qkk.1	0
775	CACNA1C	uc009zdw.1	uc001qkq.2	0
