Cancer	Gene	Symbol	Transcript	TPM	ProteinLength	asEvidence
kirp	90865	IL33	uc003zjt.2	0.0	270	True
kirp	11343	MGLL	uc003ejw.2	0.0	313	True
kirp	11343	MGLL	uc011bko.1	7.69733051027766	283	True
kirp	90522	YIF1B	uc002ohw.2	0.283241553587504	283	True
kirp	90522	YIF1B	uc002oib.2	24.3893261764001	294	True
kirp	23536	ADAT1	uc002fep.1	0.456119007705618	353	True
kirp	23536	ADAT1	uc002feo.1	9.22034025247401	502	True
kirp	2332	FMR1	uc011mxa.1	0.915588207139851	262	True
kirp	2332	FMR1	uc010nst.2	9.37922545513091	632	True
kirp	10846	PDE10A	uc011egk.1	0.116523942173935	709	True
kirp	10846	PDE10A	uc003quo.2	4.83820942221597	789	True
kirp	55321	C20orf46	uc002weq.1	0.0	256	True
kirp	55321	C20orf46	uc010gaa.1	0.53262913912036	256	True
kirp	6015	RING1	uc003odl.2	6.69081900956293	377	True
kirp	6015	RING1	uc003odk.2	41.9901847772721	406	True
kirp	2078	ERG	uc010gnv.2	0.0	363	True
kirp	2078	ERG	uc002yxa.2	6.66400669266948	479	True
kirp	55051	C14orf102	uc001xyj.1	0.0	933	True
kirp	55051	C14orf102	uc001xyi.1	6.43780927492978	1164	True
kirp	23765	IL17RA	uc010gqt.2	0.0302001224253951	814	True
kirp	23765	IL17RA	uc002zly.2	6.64446246786638	866	True
kirp	201176	ARHGAP27	uc010dak.2	1.7456070027994	521	True
kirp	201176	ARHGAP27	uc002iix.2	11.8403030893206	548	True
kirp	83990	BRIP1	uc002izl.1	0.0144836731571386	375	True
kirp	83990	BRIP1	uc002izk.1	0.129817008761171	1249	True
kirp	23157	SEPT6	uc004eru.2	12.0386292320796	427	True
kirp	23157	SEPT6	uc004erw.2	11.4649652503898	369	True
kirp	84148	MYST1	uc002ebb.2	0.465923595592769	0	True
kirp	84148	MYST1	uc002eay.2	23.8541088138468	458	True
kirp	55531	ELMOD1	uc010rvt.1	0.178583457072039	328	True
kirp	55531	ELMOD1	uc001pjm.2	1.21522440368227	326	True
kirp	27010	TPK1	uc003weo.2	0.239181022760577	189	True
kirp	27010	TPK1	uc003weq.2	3.07058561204685	243	True
kirp	57821	C1orf114	uc001gfz.1	1.00540299920853	508	True
kirp	57821	C1orf114	uc001gga.1	5.158906726964	509	True
kirp	53904	MYO3A	uc009xkq.1	0.0592846807122648	664	True
kirp	53904	MYO3A	uc001isn.2	0.185326203808294	1616	True
kirp	54780	NSMCE4A	uc001lft.2	0.996007002777365	226	True
kirp	54780	NSMCE4A	uc001lfs.2	16.8107264214368	385	True
kirp	192669	EIF2C3	uc001bzn.1	0.0827821662209079	229	True
kirp	192669	EIF2C3	uc001bzp.2	2.35390537840563	860	True
kirp	81894	SLC25A28	uc001kpy.2	1.44742291762505	177	True
kirp	81894	SLC25A28	uc001kpx.2	32.0583249749551	364	True
kirp	56141	PCDHA7	uc003lhq.2	0.171785465710812	937	True
kirp	56141	PCDHA7	uc011dac.1	0.0727381320156996	788	True
kirp	64102	TNMD	uc004efz.2	0.0238427289142927	207	True
kirp	64102	TNMD	uc004efy.3	1.50989775865028	317	True
kirp	124975	GGT6	uc002fyc.3	26.2017079704282	461	True
kirp	124975	GGT6	uc010vsc.1	29.869999796843	499	True
kirp	79661	NEIL1	uc002bae.2	1.21892600272501	476	True
kirp	79661	NEIL1	uc002bad.2	4.2528639843872	390	True
kirp	28966	SNX24	uc003ktf.2	1.60102910342999	159	True
kirp	28966	SNX24	uc011cwo.1	11.6484462595812	169	True
kirp	23310	NCAPD3	uc009zda.1	0.0	0	True
kirp	23310	NCAPD3	uc001qhd.1	4.09037935825362	1498	True
kirp	100130015	LOC100130015	uc010cjd.2	0.56831230889636	170	True
kirp	100130015	LOC100130015	uc002fql.2	3.24535432808005	164	True
kirp	497661	C18orf32	uc002ldm.1	5.82036679030678	228	True
kirp	497661	C18orf32	uc002ldl.2	76.5293572363053	76	True
kirp	29098	RANGRF	uc002gky.2	6.61437397513217	165	True
kirp	29098	RANGRF	uc002gkw.2	5.89367014461417	118	True
kirp	339175	METTL2A	uc002izw.2	2.78709442723811	242	True
kirp	339175	METTL2A	uc002izv.2	7.67297408599685	378	True
kirp	51449	PCYOX1	uc010yqu.1	0.0	487	True
kirp	51449	PCYOX1	uc002sgn.3	99.9102943826193	505	True
kirp	440823	MIAT	uc003adc.1	0.0388252118154383	0	True
kirp	440823	MIAT	uc003adf.1	0.499259555028272	0	True
kirp	644186	C22orf41	uc003bmj.3	0.563048485729396	88	True
kirp	644186	C22orf41	uc010hbe.2	0.0	88	True
lihc	55765	C1orf106	uc001gvo.2	0.0	663	True
lihc	55765	C1orf106	uc010ppm.1	0.297308892043467	578	True
lihc	51527	C14orf129	uc001yfj.3	0.0	139	True
lihc	51527	C14orf129	uc001yfl.2	7.2634034352808	139	True
lihc	6229	RPS24	uc001jzq.2	210.652435378168	133	True
lihc	6229	RPS24	uc001jzp.2	467.351006214267	130	True
lihc	6573	SLC19A1	uc002zhl.1	0.0549454076966468	591	True
lihc	6573	SLC19A1	uc011aft.1	4.83801427744092	551	True
lihc	6573	SLC19A1	uc010gpz.1	0.0	470	True
lihc	6573	SLC19A1	uc011aft.1	4.83801427744092	551	True
lihc	7567	ZNF19	uc002fam.1	0.326681431545571	458	True
lihc	7567	ZNF19	uc002fak.1	0.0	446	True
lihc	7567	ZNF19	uc002fak.1	0.0	446	True
lihc	7567	ZNF19	uc002fam.1	0.326681431545571	458	True
lihc	534	ATP6V1G2	uc003nua.2	0.0	118	True
lihc	534	ATP6V1G2	uc003ntz.2	0.102087199681504	77	True
lihc	534	ATP6V1G2	uc003ntz.2	0.102087199681504	77	True
lihc	534	ATP6V1G2	uc003nua.2	0.0	118	True
lihc	115948	CCDC151	uc002mrs.2	0.0	595	True
lihc	115948	CCDC151	uc002mrr.2	0.104304794374726	530	True
lihc	115948	CCDC151	uc010dxz.2	0.0	535	True
lihc	115948	CCDC151	uc002mrr.2	0.104304794374726	530	True
lihc	51078	THAP4	uc002wbt.2	11.2668052440468	577	True
lihc	51078	THAP4	uc002wbs.2	22.9862013719499	165	True
lihc	80310	PDGFD	uc001php.2	0.0	364	True
lihc	80310	PDGFD	uc001phq.2	1.20829491990772	370	True
lihc	80108	ZFP2	uc010jkx.1	0.104686010918532	461	True
lihc	80108	ZFP2	uc003mjn.1	0.0	461	True
lihc	80108	ZFP2	uc003mjn.1	0.0	461	True
lihc	80108	ZFP2	uc010jkx.1	0.104686010918532	461	True
lihc	10622	POLR3G	uc011cuc.1	0.381507108392575	223	True
lihc	10622	POLR3G	uc003kjq.2	0.0	223	True
lihc	10622	POLR3G	uc003kjq.2	0.0	223	True
lihc	10622	POLR3G	uc011cuc.1	0.381507108392575	223	True
lihc	55258	THNSL2	uc002ssy.3	1.30780228686824	484	True
lihc	55258	THNSL2	uc002ssz.3	9.66187404397205	484	True
lihc	55258	THNSL2	uc010fhe.2	8.01716756875314	226	True
lihc	55258	THNSL2	uc002ssz.3	9.66187404397205	484	True
lihc	11113	CIT	uc001txi.1	0.0	2027	True
lihc	11113	CIT	uc001txh.1	0.19905714460164	1545	True
lihc	11113	CIT	uc001txj.1	0.0	2069	True
lihc	11113	CIT	uc001txh.1	0.19905714460164	1545	True
lihc	122773	KLHDC1	uc010tqg.1	0.296219875339532	361	True
lihc	122773	KLHDC1	uc001www.2	0.0	406	True
lihc	122773	KLHDC1	uc001www.2	0.0	406	True
lihc	122773	KLHDC1	uc010tqg.1	0.296219875339532	361	True
lihc	200205	C1orf69	uc010pvw.1	0.0	163	True
lihc	200205	C1orf69	uc001hsl.3	1.1937250009949	356	True
lihc	3305	HSPA1L	uc010jte.2	0.430185408492386	641	True
lihc	3305	HSPA1L	uc003nxh.2	0.0	641	True
lihc	3305	HSPA1L	uc003nxh.2	0.0	641	True
lihc	3305	HSPA1L	uc010jte.2	0.430185408492386	641	True
lihc	8111	GPR68	uc001xzg.2	0.0	365	True
lihc	8111	GPR68	uc001xzh.2	0.153667957058076	375	True
lihc	7355	SLC35A2	uc004dlq.2	5.25762773845209	242	True
lihc	7355	SLC35A2	uc004dlo.1	6.10704314545379	396	True
lihc	7355	SLC35A2	uc011mml.1	0.981490951875395	406	True
lihc	7355	SLC35A2	uc004dlo.1	6.10704314545379	396	True
lihc	124056	NOXO1	uc002coa.2	0.0	375	True
lihc	124056	NOXO1	uc002cnz.2	0.164008440976786	370	True
lihc	84343	HPS3	uc003ewu.1	1.41237409261023	1004	True
lihc	84343	HPS3	uc003ewv.1	10.849138491891	0	True
lihc	84343	HPS3	uc011bnq.1	0.623618195386231	839	True
lihc	84343	HPS3	uc003ewv.1	10.849138491891	0	True
lihc	8379	MAD1L1	uc003slf.1	0.0	718	True
lihc	8379	MAD1L1	uc003sld.1	6.01447089878487	174	True
lihc	8379	MAD1L1	uc003slh.1	0.737856471785686	718	True
lihc	8379	MAD1L1	uc003sld.1	6.01447089878487	174	True
lihc	125061	AFMID	uc002jvb.3	13.7373365060771	93	True
lihc	125061	AFMID	uc002jva.3	44.0158761876629	303	True
lihc	79906	MORN1	uc001ajd.1	0.0914334100278323	350	True
lihc	79906	MORN1	uc001ajb.1	0.775743491818248	497	True
lihc	79906	MORN1	uc010nyy.1	0.0747053661202135	167	True
lihc	79906	MORN1	uc001ajb.1	0.775743491818248	497	True
lihc	8435	SOAT2	uc001sbv.2	0.0	522	True
lihc	8435	SOAT2	uc009zms.2	0.297761563765295	0	True
lihc	9934	P2RY14	uc003eyr.1	0.0	338	True
lihc	9934	P2RY14	uc003eys.1	0.155596723061728	338	True
lihc	126259	TMIGD2	uc002lzx.1	0.0	282	True
lihc	126259	TMIGD2	uc010dtv.1	0.147588590689169	278	True
lihc	274	BIN1	uc002toa.1	2.92424855773847	482	True
lihc	274	BIN1	uc002tob.1	12.5462424953981	439	True
lihc	140	ADORA3	uc001ebh.3	0.706283147697408	318	True
lihc	140	ADORA3	uc001ebg.3	2.5726141237435	266	True
lihc	3908	LAMA2	uc003qbo.2	0.837640916130651	3116	True
lihc	3908	LAMA2	uc003qbn.2	0.0	3120	True
lihc	3908	LAMA2	uc003qbn.2	0.0	3120	True
lihc	3908	LAMA2	uc003qbo.2	0.837640916130651	3116	True
lihc	1295	COL8A1	uc003dth.1	0.0	744	True
lihc	1295	COL8A1	uc003dti.1	0.151772454523681	745	True
lihc	80008	TMEM156	uc010ifj.2	0.0	295	True
lihc	80008	TMEM156	uc003gto.2	0.495462934579389	296	True
lihc	414918	FAM116B	uc011arv.1	0.0	585	True
lihc	414918	FAM116B	uc011aru.1	0.629671824202602	584	True
lihc	387882	C12orf75	uc001tli.3	0.0	0	True
lihc	387882	C12orf75	uc001tlh.3	0.950039479570038	63	True
lihc	387882	C12orf75	uc001tlh.3	0.950039479570038	63	True
lihc	387882	C12orf75	uc001tli.3	0.0	0	True
lihc	356	FASLG	uc001git.2	0.26116082217238	127	True
lihc	356	FASLG	uc001gis.2	0.0	281	True
lihc	356	FASLG	uc001gis.2	0.0	281	True
lihc	356	FASLG	uc001git.2	0.26116082217238	127	True
lihc	2192	FBLN1	uc003bgh.2	1.82474431324952	683	True
lihc	2192	FBLN1	uc003bgj.1	3.57995250513546	703	True
lihc	634	CEACAM1	uc002otv.2	3.18297279946802	526	True
lihc	634	CEACAM1	uc002otw.2	18.1523453396064	464	True
lihc	50852	TRAT1	uc003dxi.1	0.0	186	True
lihc	50852	TRAT1	uc010hpx.1	0.170892044370499	149	True
lihc	2702	GJA5	uc001eps.1	0.0	358	True
lihc	2702	GJA5	uc001ept.1	0.763312841938544	358	True
lihc	256227	MGC87042	uc003svh.2	0.0	245	True
lihc	256227	MGC87042	uc010kum.1	0.351545428423275	342	True
lihc	25817	FAM19A5	uc003bio.3	0.0	125	True
lihc	25817	FAM19A5	uc003bim.3	0.302247743382799	132	True
lihc	6671	SP4	uc003svb.2	0.419968874730128	471	True
lihc	6671	SP4	uc003sva.2	0.0	784	True
lihc	6671	SP4	uc003sva.2	0.0	784	True
lihc	6671	SP4	uc003svb.2	0.419968874730128	471	True
lihc	84966	IGSF21	uc001bav.1	0.0	288	True
lihc	84966	IGSF21	uc001bau.1	0.289216856492886	467	True
lihc	80007	C10orf88	uc001lgx.2	0.0	347	True
lihc	80007	C10orf88	uc001lgw.2	1.03158786175885	445	True
lihc	80007	C10orf88	uc001lgw.2	1.03158786175885	445	True
lihc	80007	C10orf88	uc001lgx.2	0.0	347	True
lihc	84552	PARD6G	uc010xfp.1	0.0832082739081999	106	True
lihc	84552	PARD6G	uc002lny.2	0.767400444762462	376	True
lihc	3622	ING2	uc003ivs.1	2.2987363529745	280	True
lihc	3622	ING2	uc011ckk.1	3.40763689931094	240	True
lihc	3038	HAS3	uc010cfh.2	0.0	553	True
lihc	3038	HAS3	uc002ewl.2	0.183085207852063	553	True
lihc	54	ACP5	uc002msj.3	2.86730643697119	325	True
lihc	54	ACP5	uc002msg.3	20.9932453920592	325	True
lihc	2246	FGF1	uc003lmm.2	0.0	155	True
lihc	2246	FGF1	uc011dbi.1	0.173501861891268	59	True
lihc	7976	FZD3	uc003xgx.2	0.0	666	True
lihc	7976	FZD3	uc010lvb.2	0.265636942737052	666	True
lihc	9970	NR1I3	uc010pkn.1	2.04520006840339	238	True
lihc	9970	NR1I3	uc001fzy.2	26.9455263804531	348	True
lihc	5094	PCBP2	uc001sdd.3	12.8432452151297	331	True
lihc	5094	PCBP2	uc001sdf.3	24.7139354947535	318	True
lihc	5094	PCBP2	uc001sde.3	12.3173685978481	361	True
lihc	5094	PCBP2	uc001sdf.3	24.7139354947535	318	True
lihc	6598	SMARCB1	uc002zyb.2	6.44623365452999	385	True
lihc	6598	SMARCB1	uc002zyc.2	13.4094249285815	376	True
lihc	5294	PIK3CG	uc003vdu.2	0.0	1102	True
lihc	5294	PIK3CG	uc003vdv.3	0.12183489005164	1102	True
lihc	5294	PIK3CG	uc003vdw.2	0.0	1102	True
lihc	5294	PIK3CG	uc003vdv.3	0.12183489005164	1102	True
lihc	4237	MFAP2	uc001azx.2	0.0	182	True
lihc	4237	MFAP2	uc010ocl.1	0.199659890001581	182	True
lihc	4237	MFAP2	uc001azy.2	0.0	183	True
lihc	4237	MFAP2	uc010ocl.1	0.199659890001581	182	True
lihc	6236	RRAD	uc002eqn.2	0.0	308	True
lihc	6236	RRAD	uc002eqo.2	0.920053388071506	308	True
lihc	55924	C1orf183	uc001ebp.1	0.0	282	True
lihc	55924	C1orf183	uc001ebo.1	0.171019046666381	297	True
lihc	200316	APOBEC3F	uc003awv.2	0.282356322219015	101	True
lihc	200316	APOBEC3F	uc003aww.2	1.10791935985709	373	True
lihc	84513	PPAPDC1B	uc010lwd.2	3.19542957658426	176	True
lihc	84513	PPAPDC1B	uc003xlf.3	6.24898090779653	264	True
lihc	7565	ZNF17	uc002qop.1	0.0	664	True
lihc	7565	ZNF17	uc002qoo.1	0.797518643544011	662	True
lihc	7374	UNG	uc001tnz.1	0.0	313	True
lihc	7374	UNG	uc001toa.1	16.5549833756859	304	True
lihc	84216	TMEM117	uc009zkc.2	0.0	268	True
lihc	84216	TMEM117	uc001roe.2	0.855902919686909	410	True
lihc	84216	TMEM117	uc001roe.2	0.855902919686909	410	True
lihc	84216	TMEM117	uc009zkc.2	0.0	268	True
lihc	2178	FANCE	uc010jvw.1	0.207481039466439	529	True
lihc	2178	FANCE	uc003oko.1	0.0	536	True
lihc	2178	FANCE	uc003oko.1	0.0	536	True
lihc	2178	FANCE	uc010jvw.1	0.207481039466439	529	True
lihc	23596	OPN3	uc001hzc.2	1.75198325589578	0	True
lihc	23596	OPN3	uc001hza.2	5.27752200310437	402	True
lihc	3835	KIF22	uc002dts.3	2.9969770973789	665	True
lihc	3835	KIF22	uc002frc.1	38.0682234052778	0	True
lihc	84983	MGC14436	uc010sxs.1	0.0	0	True
lihc	84983	MGC14436	uc001tpe.2	0.138977541278431	0	True
lihc	7761	ZNF214	uc001mfa.2	0.0	606	True
lihc	7761	ZNF214	uc009yfh.1	0.269546424348164	606	True
lihc	7761	ZNF214	uc010ray.1	0.0	606	True
lihc	7761	ZNF214	uc009yfh.1	0.269546424348164	606	True
lihc	3761	KCNJ4	uc003avt.1	0.0	445	True
lihc	3761	KCNJ4	uc003avs.1	0.305886109332558	445	True
lihc	3624	INHBA	uc003thr.2	0.0	426	True
lihc	3624	INHBA	uc003thq.2	0.878232866810807	426	True
lihc	219347	LOC219347	uc001kbk.2	0.0	0	True
lihc	219347	LOC219347	uc001kbj.3	0.215906361065277	0	True
lihc	219347	LOC219347	uc009xsk.2	0.0	0	True
lihc	219347	LOC219347	uc001kbj.3	0.215906361065277	0	True
lihc	5244	ABCB4	uc003uix.1	8.23612517980287	1232	True
lihc	5244	ABCB4	uc003uiw.1	29.7535765118502	1279	True
lihc	26271	FBXO5	uc003qpg.2	0.00415687511591094	447	True
lihc	26271	FBXO5	uc003qph.2	1.14935549717738	401	True
lihc	2934	GSN	uc004ble.1	3.10149543740769	731	True
lihc	2934	GSN	uc011lyh.1	32.8852982633532	748	True
lihc	136227	EMID2	uc003uyo.1	0.0	403	True
lihc	136227	EMID2	uc010lhy.1	0.823884890841233	434	True
lihc	55916	NXT2	uc004eog.1	0.0	114	True
lihc	55916	NXT2	uc004eof.1	2.81087127333665	142	True
lihc	55339	WDR33	uc002tpg.1	4.43180764656319	1336	True
lihc	55339	WDR33	uc002tpi.1	11.8443031522928	326	True
lihc	23192	ATG4B	uc002wbu.2	1.51308430298545	341	True
lihc	23192	ATG4B	uc002wbv.2	7.76435284969598	393	True
lihc	8736	MYOM1	uc002klp.2	0.720311419179275	1685	True
lihc	8736	MYOM1	uc002klq.2	6.26799319045723	1589	True
lihc	84547	PGBD1	uc003nkz.2	0.0	809	True
lihc	84547	PGBD1	uc003nky.2	0.591770050081641	809	True
lihc	283131	NEAT1	uc010rog.1	7.66220876288341	0	True
lihc	283131	NEAT1	uc001odv.2	28.6964823794574	0	True
lihc	3673	ITGA2	uc011cqc.1	0.0	1105	True
lihc	3673	ITGA2	uc011cqe.1	0.130523973828045	0	True
lihc	2671	GFER	uc002coc.2	0.799782466351995	130	True
lihc	2671	GFER	uc002cob.2	6.93559227019697	205	True
lihc	2054	STX2	uc001uio.2	0.445143258205119	288	True
lihc	2054	STX2	uc001uip.2	2.29513755761881	287	True
lihc	4900	NRGN	uc001qar.2	0.0	78	True
lihc	4900	NRGN	uc001qaq.2	1.57862776653577	78	True
lihc	152098	ZCWPW2	uc003ceh.2	0.0	356	True
lihc	152098	ZCWPW2	uc003cei.2	0.155665005878478	356	True
lihc	152098	ZCWPW2	uc010hfo.2	0.0	161	True
lihc	152098	ZCWPW2	uc003cei.2	0.155665005878478	356	True
lihc	56647	BCCIP	uc001ljd.3	8.3870984622635	322	True
lihc	56647	BCCIP	uc001ljb.3	22.6109810203816	314	True
lihc	4188	MDFI	uc003oqp.3	0.0	246	True
lihc	4188	MDFI	uc003oqq.3	0.118879494030154	246	True
lihc	91768	CABLES1	uc002kub.2	0.0	136	True
lihc	91768	CABLES1	uc002kud.2	3.0344828360859	368	True
lihc	151258	SLC38A11	uc002ucw.1	0.0	406	True
lihc	151258	SLC38A11	uc002ucu.1	0.227085130441518	384	True
lihc	10458	BAIAP2	uc002jza.2	3.30906941096916	521	True
lihc	10458	BAIAP2	uc002jzd.2	17.4582734152009	520	True
lihc	10458	BAIAP2	uc002jzf.2	1.43542595485095	534	True
lihc	10458	BAIAP2	uc002jzd.2	17.4582734152009	520	True
lihc	342909	ZNF284	uc010ejd.2	0.0	0	True
lihc	342909	ZNF284	uc002oyg.1	0.115616337092893	593	True
lihc	3183	HNRNPC	uc001wae.2	28.3548794748148	288	True
lihc	3183	HNRNPC	uc001waf.2	65.5980548367451	288	True
lihc	3183	HNRNPC	uc010tlr.1	1.04295449877801	166	True
lihc	3183	HNRNPC	uc001waf.2	65.5980548367451	288	True
lihc	121599	SPIC	uc001tid.2	0.0	248	True
lihc	121599	SPIC	uc010svp.1	0.189813997401631	247	True
lihc	943	TNFRSF8	uc001atr.2	0.0	132	True
lihc	943	TNFRSF8	uc001ats.2	0.105569273048397	76	True
lihc	93323	HAUS8	uc002nff.2	0.0	409	True
lihc	93323	HAUS8	uc002nfe.2	2.09923808346316	410	True
lihc	93323	HAUS8	uc002nfe.2	2.09923808346316	410	True
lihc	93323	HAUS8	uc002nff.2	0.0	409	True
lihc	197407	ZNF48	uc002dxz.1	0.0	495	True
lihc	197407	ZNF48	uc002dya.1	1.82355399653679	618	True
lihc	146923	RUNDC1	uc010whi.1	0.820490785342213	383	True
lihc	146923	RUNDC1	uc002ici.1	1.38098570278525	613	True
lihc	146923	RUNDC1	uc002ici.1	1.38098570278525	613	True
lihc	146923	RUNDC1	uc010whi.1	0.820490785342213	383	True
lihc	1152	CKB	uc001yne.1	1.65303706227658	203	True
lihc	1152	CKB	uc001ynf.1	5.40596156749279	381	True
lihc	993	CDC25A	uc003csh.1	0.0	524	True
lihc	993	CDC25A	uc003csi.1	0.14773166568713	484	True
lihc	162968	ZNF497	uc002qsi.1	0.314000263472982	498	True
lihc	162968	ZNF497	uc002qsh.1	0.0	498	True
lihc	162968	ZNF497	uc002qsh.1	0.0	498	True
lihc	162968	ZNF497	uc002qsi.1	0.314000263472982	498	True
lihc	56624	ASAH2	uc001jjd.2	0.0	780	True
lihc	56624	ASAH2	uc009xos.2	0.135435362450853	745	True
lihc	160851	DGKH	uc001uym.1	0.0	1164	True
lihc	160851	DGKH	uc001uyp.2	0.218949986878779	0	True
lihc	84326	C16orf13	uc002cib.1	0.281197891062969	107	True
lihc	84326	C16orf13	uc002chw.1	10.7166496412438	205	True
lihc	54578	UGT1A6	uc002vuv.3	22.8485921957594	532	True
lihc	54578	UGT1A6	uc002vuu.2	226.564056968184	265	True
lihc	51193	ZNF639	uc003fjq.1	0.182802604587263	485	True
lihc	51193	ZNF639	uc003fjr.1	5.03568431353619	485	True
lihc	1556	CYP2B7P1	uc010ehg.1	5.58878952647981	295	True
lihc	1556	CYP2B7P1	uc002opq.2	17.9680173335166	0	True
lihc	23301	EHBP1	uc002scb.2	4.57116767389053	1196	True
lihc	23301	EHBP1	uc002sbz.2	10.903907429236	1160	True
lihc	728936	NBPF16	uc009wkt.1	0.0	450	True
lihc	728936	NBPF16	uc010pba.1	0.22623909208349	670	True
lihc	26220	DGCR5	uc002zom.1	0.837460043544706	0	True
lihc	26220	DGCR5	uc002zon.1	1.0873993454632	0	True
lihc	4241	MFI2	uc003fxl.3	0.0340582093846598	302	True
lihc	4241	MFI2	uc003fxk.3	0.419050314183691	738	True
lihc	163051	ZNF709	uc002mtw.3	0.0976186272351247	609	True
lihc	163051	ZNF709	uc002mtv.3	0.0	641	True
lihc	163051	ZNF709	uc002mtv.3	0.0	641	True
lihc	163051	ZNF709	uc002mtw.3	0.0976186272351247	609	True
lihc	124460	SNX20	uc010vgp.1	0.0829386240641525	129	True
lihc	124460	SNX20	uc002egk.2	0.318766263504116	316	True
lihc	4277	MICB	uc003nto.3	0.0	340	True
lihc	4277	MICB	uc011dnm.1	0.558746080677605	351	True
lihc	100129792	CCDC152	uc003jmx.3	0.0	254	True
lihc	100129792	CCDC152	uc011cpr.1	11.8671237328832	198	True
lihc	2318	FLNC	uc003vnz.3	0.0	2725	True
lihc	2318	FLNC	uc003voa.3	0.102799198135228	2692	True
lihc	6942	TCF20	uc003bck.1	0.80711197880137	1938	True
lihc	6942	TCF20	uc003bcj.1	2.07759409883563	1960	True
lihc	56099	PCDHGB7	uc003lkn.1	0.0	929	True
lihc	56099	PCDHGB7	uc003lkm.2	0.325577971996542	808	True
lihc	54471	SMCR7L	uc003axy.2	3.32579684021427	285	True
lihc	54471	SMCR7L	uc003axx.2	4.73358844121181	463	True
lihc	3965	LGALS9	uc002gzp.2	2.65660757739328	355	True
lihc	3965	LGALS9	uc002gzq.2	10.5856644105207	323	True
lihc	3965	LGALS9	uc002gzr.2	0.0	266	True
lihc	3965	LGALS9	uc002gzq.2	10.5856644105207	323	True
lihc	112611	RWDD2A	uc011dza.1	0.314162775883227	217	True
lihc	112611	RWDD2A	uc003pjx.3	1.93572243363083	292	True
lihc	387893	SETD8	uc001uew.2	1.0528314512185	352	True
lihc	387893	SETD8	uc001uex.2	5.13952922737998	287	True
lihc	23705	CADM1	uc001ppi.3	9.50233045649543	442	True
lihc	23705	CADM1	uc001ppl.2	11.5036439175643	333	True
lihc	59342	SCPEP1	uc010wnk.1	0.0	402	True
lihc	59342	SCPEP1	uc002iuv.3	13.4128195411751	452	True
lihc	63939	C20orf177	uc002yba.2	0.0	383	True
lihc	63939	C20orf177	uc002ybc.2	0.397986109208235	383	True
lihc	168620	BHLHA15	uc003upe.1	0.0	189	True
lihc	168620	BHLHA15	uc003upf.1	0.358724413341422	189	True
lihc	5101	PCDH9	uc010aei.2	0.218000043658472	0	True
lihc	5101	PCDH9	uc001vin.3	0.500408959659434	1032	True
lihc	122481	AK7	uc001yfm.1	0.0706674460989178	107	True
lihc	122481	AK7	uc001yfn.2	0.208819791648233	723	True
lihc	83887	TTLL2	uc011egr.1	0.0	0	True
lihc	83887	TTLL2	uc003qvs.1	0.282233944023632	592	True
lihc	2151	F2RL2	uc003kem.2	0.0	374	True
lihc	2151	F2RL2	uc011csw.1	0.263819324506785	352	True
lihc	165324	UBXN2A	uc010ykj.1	0.0	206	True
lihc	165324	UBXN2A	uc002ren.2	2.94272940528302	259	True
lihc	64420	SUSD1	uc010muj.2	0.0	722	True
lihc	64420	SUSD1	uc004bfu.2	0.87363993537275	747	True
lihc	10099	TSPAN3	uc010bkx.2	0.444447493872345	164	True
lihc	10099	TSPAN3	uc002bcj.2	32.7044840582252	253	True
lihc	55556	ENOSF1	uc002kkw.3	1.06445694338992	262	True
lihc	55556	ENOSF1	uc002kku.3	12.484160333322	443	True
lihc	3192	HNRNPU	uc001iaz.1	8.18906297495677	825	True
lihc	3192	HNRNPU	uc001iba.1	21.5293426046308	806	True
lihc	11171	STRAP	uc001rdd.3	4.56886027196363	256	True
lihc	11171	STRAP	uc001rdc.3	30.800563000178	350	True
lihc	80148	PQLC1	uc002lnk.2	33.0191730305002	253	True
lihc	80148	PQLC1	uc002lnl.2	37.1203888744132	271	True
lihc	5184	PEPD	uc010xrr.1	0.289648184783063	452	True
lihc	5184	PEPD	uc002nur.3	91.9132048902768	493	True
lihc	5184	PEPD	uc010xrs.1	1.15500687188115	429	True
lihc	5184	PEPD	uc002nur.3	91.9132048902768	493	True
lihc	7005	TEAD3	uc010jvx.2	0.389207365681388	375	True
lihc	7005	TEAD3	uc003oku.3	3.33511869884207	435	True
lihc	4046	LSP1	uc001luk.2	0.314812971042465	277	True
lihc	4046	LSP1	uc001lui.2	9.11236714858837	339	True
lihc	4046	LSP1	uc001lum.2	0.0	277	True
lihc	4046	LSP1	uc001lui.2	9.11236714858837	339	True
lihc	8292	COLQ	uc003bzz.2	0.0	446	True
lihc	8292	COLQ	uc010heo.2	0.400197774270412	421	True
lihc	8577	TMEFF1	uc004baz.1	0.0	380	True
lihc	8577	TMEFF1	uc004bay.1	0.111932649994199	454	True
lihc	1278	COL1A2	uc011kib.1	0.0	218	True
lihc	1278	COL1A2	uc003ung.1	13.7716034142346	1366	True
lihc	55768	NGLY1	uc003cdk.2	0.130453588495546	0	True
lihc	55768	NGLY1	uc003cdl.2	7.94968194917623	654	True
lihc	55768	NGLY1	uc011awo.1	0.0	612	True
lihc	55768	NGLY1	uc003cdl.2	7.94968194917623	654	True
lihc	55816	DOK5	uc002xwz.2	0.0	168	True
lihc	55816	DOK5	uc010gin.2	0.0929883828331618	198	True
lihc	9097	USP14	uc002kkg.1	0.0032412714869678	459	True
