Tumor	Normal_transcript	Tumor_transcript	Random	nIsoLength	tIsoLength	nIsoSpecificLength	tIsoSpecificLength
luad	uc001fze.2	uc009wue.2	NonRandom	308	190	126	8
luad	uc003sqa.2	uc011jwt.1	NonRandom	672	486	227	41
luad	uc002eur.2	uc002eus.2	NonRandom	1401	1131	270	0
luad	uc002pck.3	uc010xxk.1	NonRandom	179	126	53	0
luad	uc003ziq.1	uc003zir.1	NonRandom	227	157	70	0
luad	uc003nvh.3	uc003nvf.3	NonRandom	1126	1126	0	0
luad	uc003pvq.2	uc003pvr.2	NonRandom	475	400	75	0
luad	uc002aox.2	uc002aow.2	NonRandom	882	898	0	16
luad	uc004aum.1	uc004auo.2	NonRandom	603	111	517	25
luad	uc010lxm.2	uc011lcu.1	NonRandom	652	454	198	0
luad	uc002jkv.2	uc010dfs.2	NonRandom	299	103	196	0
luad	uc004dfp.3	uc004dfq.3	NonRandom	381	381	0	0
luad	uc003eux.3	uc003euy.1	NonRandom	2644	496	2170	22
luad	uc003uyd.2	uc010lhs.2	NonRandom	738	303	453	18
luad	uc002mlu.2	uc010dwu.2	NonRandom	486	417	69	0
luad	uc001fvx.2	uc010pjg.1	NonRandom	709	451	258	0
luad	uc001hks.2	uc009xdn.2	NonRandom	815	539	276	0
luad	uc001dpu.2	uc010otj.1	NonRandom	176	176	0	0
luad	uc002zfe.1	uc010gpv.1	NonRandom	669	601	68	0
luad	uc002urt.2	uc002urs.2	NonRandom	95	95	0	0
luad	uc002nuc.1	uc002nty.2	NonRandom	0	783	0	0
luad	uc001zpc.2	uc001zpb.2	NonRandom	875	221	654	0
luad	uc001tbd.2	uc001tbe.2	NonRandom	578	575	37	34
luad	uc011duf.1	uc003ord.2	NonRandom	384	0	0	0
luad	uc003bnb.3	uc003bna.3	NonRandom	507	423	84	0
luad	uc001lxk.2	uc010qxq.1	NonRandom	879	790	89	0
luad	uc003tdh.2	uc011kam.1	NonRandom	570	338	235	3
luad	uc010hjl.2	uc011bam.1	NonRandom	228	0	0	0
luad	uc002zdk.2	uc002zdl.2	NonRandom	758	291	467	0
luad	uc001rvx.3	uc009zlp.2	NonRandom	515	474	41	0
luad	uc002iix.2	uc010dak.2	NonRandom	548	521	27	0
luad	uc001gqt.3	uc001gqu.3	NonRandom	171	129	53	11
luad	uc003nqh.2	uc011dmk.1	NonRandom	607	262	345	0
luad	uc003wco.2	uc011ktb.1	NonRandom	452	202	250	0
luad	uc003wzb.2	uc003wzc.2	NonRandom	454	454	0	0
luad	uc003son.3	uc003soo.2	NonRandom	718	801	51	134
luad	uc003ojr.2	uc003ojs.2	NonRandom	298	232	66	0
luad	uc003uvu.1	uc010lhc.1	NonRandom	630	342	288	0
luad	uc002nre.2	uc002nrd.2	NonRandom	1191	0	0	0
luad	uc002ztz.2	uc010gsu.1	NonRandom	415	441	0	26
luad	uc003okm.2	uc011dtb.1	NonRandom	441	402	44	5
luad	uc001aqv.3	uc001ara.2	NonRandom	1153	1783	494	1124
luad	uc001zod.2	uc001zoc.2	NonRandom	1393	412	981	0
luad	uc003fmp.2	uc003fmr.2	NonRandom	721	129	592	0
luad	uc003him.2	uc003hin.2	NonRandom	222	180	42	0
luad	uc001ars.1	uc001arr.1	NonRandom	648	656	28	36
luad	uc001xyi.1	uc010atp.1	NonRandom	1164	669	495	0
luad	uc001zyh.3	uc001zyi.2	NonRandom	0	0	0	0
luad	uc011lgk.1	uc011lgl.1	NonRandom	995	394	601	0
luad	uc010jda.2	uc003kto.2	NonRandom	424	415	9	0
luad	uc010nqp.1	uc011mua.1	NonRandom	410	363	47	0
luad	uc002azq.3	uc002azr.3	NonRandom	1047	336	723	12
luad	uc003vrk.2	uc011kpp.1	NonRandom	974	506	473	5
luad	uc001zbh.3	uc010ayv.2	NonRandom	838	814	24	0
luad	uc003pfa.2	uc003pey.2	NonRandom	540	336	204	0
luad	uc002rbz.1	uc002rca.1	NonRandom	292	149	292	149
luad	uc003smc.2	uc003smd.2	NonRandom	414	414	0	0
luad	uc010kyu.1	uc003toq.2	NonRandom	788	5058	0	4270
luad	uc010fru.2	uc010zfw.1	NonRandom	304	201	103	0
luad	uc001pbl.2	uc001pbk.2	NonRandom	610	0	0	0
luad	uc002kxg.2	uc002kxh.2	NonRandom	245	151	94	0
luad	uc010yvs.1	uc002tal.3	NonRandom	0	754	0	0
luad	uc001pfp.1	uc001pfr.1	NonRandom	500	348	152	0
luad	uc001cbb.3	uc001cbc.1	NonRandom	599	394	309	104
luad	uc010seh.1	uc010sei.1	NonRandom	442	266	197	21
luad	uc002bqg.2	uc002bqi.2	NonRandom	944	222	722	0
luad	uc003ivg.2	uc003ivf.2	NonRandom	189	178	11	0
luad	uc002qsi.1	uc002qsh.1	NonRandom	498	498	0	0
luad	uc003koi.2	uc011cvb.1	NonRandom	462	444	18	0
luad	uc003lan.1	uc003lat.1	NonRandom	369	371	31	33
luad	uc002iqu.2	uc010dbt.1	NonRandom	615	119	496	0
luad	uc003efe.2	uc003efd.1	NonRandom	538	538	0	0
luad	uc011duq.1	uc003ose.2	NonRandom	1117	1220	0	103
luad	uc003ung.1	uc011kib.1	NonRandom	1366	218	1148	0
luad	uc001gdh.1	uc010pkz.1	NonRandom	518	508	10	0
luad	uc001rjd.2	uc001rje.1	NonRandom	1037	498	542	3
luad	uc011byw.1	uc003gvy.3	NonRandom	356	885	0	529
luad	uc003jhj.3	uc010iuj.2	NonRandom	442	177	331	66
luad	uc003opx.2	uc011duc.1	NonRandom	199	310	9	120
luad	uc003hly.3	uc003hlx.1	NonRandom	488	0	0	0
luad	uc002pji.2	uc002pjj.3	NonRandom	0	399	0	0
luad	uc002niw.2	uc002nix.2	NonRandom	305	305	0	0
luad	uc001fpd.2	uc001fpb.2	NonRandom	514	514	0	0
luad	uc001ilo.2	uc001iln.2	NonRandom	385	357	38	10
luad	uc001evh.2	uc001evf.2	NonRandom	117	113	20	16
luad	uc003owr.2	uc003ows.2	NonRandom	832	735	97	0
luad	uc003xbi.2	uc003xbb.2	NonRandom	0	730	0	0
luad	uc003jvh.2	uc003jvj.2	NonRandom	765	0	0	0
luad	uc003lvx.3	uc011ddk.1	NonRandom	1508	1507	1	0
luad	uc001xuf.2	uc010asu.2	NonRandom	536	374	162	0
luad	uc003bfx.1	uc003bfv.1	NonRandom	404	413	22	31
luad	uc003eds.2	uc011bjh.1	NonRandom	308	273	35	0
luad	uc001kop.2	uc001kom.1	NonRandom	404	404	0	0
luad	uc004dlx.1	uc004dlw.1	NonRandom	647	270	377	0
luad	uc002xaq.1	uc002xap.1	NonRandom	121	125	14	18
luad	uc002kzk.1	uc002kzo.1	NonRandom	826	756	70	0
luad	uc002vnn.2	uc002vno.2	NonRandom	154	0	0	0
luad	uc004ejh.2	uc004ejg.2	NonRandom	558	558	0	0
luad	uc001wis.3	uc001wir.3	NonRandom	1022	614	448	40
luad	uc003yhz.2	uc010mbf.2	NonRandom	582	0	0	0
luad	uc002rvo.2	uc002rvr.2	NonRandom	858	307	551	0
luad	uc002xge.1	uc002xgd.1	NonRandom	0	1016	0	0
luad	uc003cei.2	uc003ceh.2	NonRandom	356	356	0	0
luad	uc009zpy.2	uc001spb.2	NonRandom	619	580	72	33
luad	uc003cdh.2	uc011awl.1	NonRandom	448	455	53	60
luad	uc001qyu.2	uc001qyt.2	NonRandom	303	372	0	69
luad	uc011lkt.1	uc003yzw.2	NonRandom	501	293	281	73
luad	uc002mkf.2	uc002mke.3	NonRandom	312	390	3	81
luad	uc011kxa.1	uc003wtm.2	NonRandom	464	549	0	85
luad	uc004efu.3	uc004eft.3	NonRandom	1101	1096	20	15
luad	uc003wjw.2	uc003wjv.2	NonRandom	601	0	0	0
luad	uc002bqx.2	uc002bqy.2	NonRandom	710	692	44	26
luad	uc002cfr.2	uc002cfp.1	NonRandom	568	0	0	0
luad	uc004btt.2	uc004btr.2	NonRandom	898	870	28	0
luad	uc011kbg.1	uc011kbh.1	NonRandom	1521	1580	0	59
luad	uc010kdu.1	uc003pub.2	NonRandom	366	169	366	169
luad	uc003ppg.1	uc003ppf.1	NonRandom	621	621	0	0
luad	uc002jwj.2	uc002jwl.2	NonRandom	401	0	0	0
luad	uc004bpc.2	uc010mws.2	NonRandom	767	0	0	0
luad	uc002hyr.2	uc002hyq.2	NonRandom	191	191	0	0
luad	uc003dwv.1	uc003dwt.1	NonRandom	305	323	1	19
luad	uc002efu.2	uc002efv.2	NonRandom	125	0	0	0
luad	uc009wwd.2	uc010pmn.1	NonRandom	1210	883	334	7
luad	uc010boe.2	uc002bsl.3	NonRandom	159	0	0	0
luad	uc002zmq.1	uc002zmp.1	NonRandom	315	315	0	0
luad	uc002lbi.3	uc002lbj.3	NonRandom	257	445	0	188
luad	uc010sfh.1	uc001qqc.2	NonRandom	577	516	61	0
luad	uc002eqf.2	uc002eqg.2	NonRandom	534	445	89	0
luad	uc003tlr.2	uc003tlu.2	NonRandom	920	201	748	29
luad	uc003ylj.2	uc011lho.1	NonRandom	706	401	316	11
luad	uc001hde.3	uc009xbq.2	NonRandom	203	0	0	0
luad	uc011kih.1	uc003uns.2	NonRandom	355	355	49	49
luad	uc002bbg.2	uc002bbi.2	NonRandom	375	195	199	19
luad	uc004anf.3	uc004anl.3	NonRandom	464	464	0	0
luad	uc010tjj.1	uc010tjl.1	NonRandom	329	216	147	34
luad	uc002uax.2	uc002uay.2	NonRandom	704	0	0	0
luad	uc002mti.2	uc010xmh.1	NonRandom	540	474	66	0
luad	uc002jnz.3	uc002job.3	NonRandom	1356	394	1018	56
luad	uc003mkw.3	uc011dgs.1	NonRandom	440	356	84	0
luad	uc002luj.2	uc010dss.2	NonRandom	229	185	44	0
luad	uc002fii.2	uc010vof.1	NonRandom	798	360	438	0
luad	uc001xui.2	uc001xuj.2	NonRandom	523	455	68	0
luad	uc002ilh.2	uc002ilg.2	NonRandom	197	197	0	0
luad	uc003ouy.1	uc010jyo.1	NonRandom	1492	598	894	0
luad	uc002tew.2	uc010fjo.2	NonRandom	454	0	0	0
luad	uc001ral.2	uc009zhu.2	NonRandom	196	148	48	0
luad	uc002ooi.1	uc002ooh.1	NonRandom	1556	1623	84	151
luad	uc003isi.2	uc011cka.1	NonRandom	818	791	27	0
luad	uc011aec.1	uc010gnd.2	NonRandom	107	107	0	0
luad	uc003efk.2	uc010hrj.2	NonRandom	740	228	512	0
luad	uc001mnq.2	uc001mnr.2	NonRandom	474	473	1	0
luad	uc001znl.2	uc010bcd.1	NonRandom	195	0	0	0
luad	uc001hza.2	uc001hzc.2	NonRandom	402	0	0	0
luad	uc004ezk.2	uc004ezj.2	NonRandom	701	669	32	0
luad	uc001xle.2	uc001xlf.3	NonRandom	307	232	76	1
luad	uc004arv.2	uc004arw.2	NonRandom	1167	399	787	19
luad	uc002vox.2	uc002voz.2	NonRandom	218	218	0	0
luad	uc003lac.1	uc011cxv.1	NonRandom	360	0	0	0
luad	uc003ddx.2	uc010hmh.2	NonRandom	729	0	0	0
luad	uc002evr.2	uc010vlf.1	NonRandom	412	212	200	0
luad	uc002rjw.1	uc010eyy.1	NonRandom	911	366	545	0
luad	uc003jln.1	uc003jlm.1	NonRandom	979	342	648	11
luad	uc002ftj.2	uc010vqq.1	NonRandom	1941	572	1386	17
luad	uc003pjy.2	uc011dzc.1	NonRandom	572	406	166	0
luad	uc002qpz.3	uc010yhf.1	NonRandom	534	436	98	0
luad	uc003uvs.2	uc003uvr.2	NonRandom	235	235	0	0
luad	uc002ikb.2	uc002ikd.2	NonRandom	1105	1105	0	0
luad	uc004anb.2	uc004anc.2	NonRandom	341	200	141	0
luad	uc003omw.2	uc003omx.2	NonRandom	354	347	7	0
luad	uc003zqg.3	uc010mja.2	NonRandom	600	600	0	0
luad	uc001ckz.2	uc001cla.2	NonRandom	489	261	228	0
luad	uc004dpo.2	uc004dpm.2	NonRandom	778	778	0	0
luad	uc003lzb.2	uc011del.1	NonRandom	295	159	136	0
luad	uc001bkl.3	uc009vrw.2	NonRandom	308	0	0	0
luad	uc002bxm.2	uc002bxl.2	NonRandom	802	257	566	21
luad	uc002udg.2	uc002udf.2	NonRandom	585	585	0	0
luad	uc002zds.2	uc011aez.1	NonRandom	461	404	86	29
luad	uc002aoo.2	uc002aoq.2	NonRandom	322	323	0	1
luad	uc002rql.2	uc002rqm.2	NonRandom	410	265	151	6
luad	uc001hzy.1	uc001hzx.2	NonRandom	138	446	116	424
luad	uc009wlr.2	uc001eup.3	NonRandom	1461	1435	26	0
luad	uc003vov.2	uc011kox.1	NonRandom	508	508	19	19
luad	uc010xxa.1	uc002ozd.3	NonRandom	597	590	7	0
luad	uc001kqx.1	uc009xwm.1	NonRandom	805	758	79	32
luad	uc003mkk.2	uc003mkl.2	NonRandom	592	592	0	0
luad	uc003yxz.2	uc011lke.1	NonRandom	601	503	98	0
luad	uc001qqv.1	uc010sfj.1	NonRandom	458	185	273	0
luad	uc001tsi.2	uc001tsg.2	NonRandom	1006	471	589	54
luad	uc003jbq.2	uc003jbl.2	NonRandom	597	481	134	18
luad	uc004det.2	uc004deu.1	NonRandom	350	214	136	0
luad	uc001sup.2	uc001suq.2	NonRandom	443	443	0	0
luad	uc010sxi.1	uc001tnw.3	NonRandom	517	234	289	6
luad	uc003soy.1	uc011jwj.1	NonRandom	866	488	378	0
luad	uc003qaa.1	uc003qab.1	NonRandom	204	0	0	0
luad	uc011lox.1	uc011loy.1	NonRandom	282	255	27	0
luad	uc002keu.1	uc002ket.1	NonRandom	319	331	44	56
luad	uc002etl.2	uc002etm.1	NonRandom	727	214	513	0
luad	uc001hmc.2	uc001hmd.2	NonRandom	1012	348	664	0
luad	uc003udw.1	uc003udv.1	NonRandom	364	223	141	0
luad	uc003nyf.2	uc011doo.1	NonRandom	752	506	283	37
luad	uc001bet.2	uc010odp.1	NonRandom	524	447	99	22
luad	uc004aai.2	uc004aak.2	NonRandom	316	221	99	4
luad	uc002opw.2	uc010xvx.1	NonRandom	504	229	278	3
luad	uc003irh.1	uc011cjo.1	NonRandom	1013	837	176	0
luad	uc002baf.2	uc010bkk.2	NonRandom	1040	941	99	0
luad	uc002xbk.2	uc002xbj.2	NonRandom	797	0	0	0
luad	uc004ezi.1	uc011mvw.1	NonRandom	131	196	0	65
luad	uc002uuh.1	uc010fsl.1	NonRandom	238	210	35	7
luad	uc002znq.3	uc002znp.3	NonRandom	305	305	0	0
luad	uc001ebv.1	uc001ebu.1	NonRandom	636	655	0	19
luad	uc002bdd.2	uc002bdg.2	NonRandom	366	279	87	0
luad	uc003ncx.1	uc011dji.1	NonRandom	495	346	159	10
luad	uc003sna.1	uc003snc.1	NonRandom	570	733	24	187
luad	uc003ckr.2	uc003ckp.2	NonRandom	781	781	0	0
luad	uc003hka.2	uc011cbw.1	NonRandom	358	209	149	0
luad	uc002jym.1	uc002jyk.2	NonRandom	282	264	47	29
luad	uc003spd.2	uc003spc.2	NonRandom	0	0	0	0
luad	uc003ydv.2	uc003ydw.1	NonRandom	537	253	284	0
luad	uc002rfz.1	uc002rga.1	NonRandom	267	267	0	0
luad	uc003pjc.2	uc003pjb.3	NonRandom	857	856	1	0
luad	uc004elw.2	uc004elx.2	NonRandom	388	162	226	0
luad	uc001uag.2	uc010szv.1	NonRandom	755	357	398	0
luad	uc011mos.1	uc004dvn.2	NonRandom	495	462	61	28
luad	uc001pdg.2	uc009yvz.2	NonRandom	332	313	19	0
luad	uc001txm.1	uc010szg.1	NonRandom	201	276	201	276
luad	uc001cjs.2	uc001cju.2	NonRandom	1898	1296	622	20
luad	uc003tne.3	uc003tnd.2	NonRandom	1119	338	809	28
luad	uc001ilq.1	uc009xjb.1	NonRandom	270	0	0	0
luad	uc004cwr.2	uc010neu.2	NonRandom	484	100	384	0
luad	uc003qsi.1	uc003qsg.2	NonRandom	222	222	0	0
luad	uc003pwg.3	uc003pwh.3	NonRandom	346	346	0	0
luad	uc001sau.1	uc001sav.1	NonRandom	644	637	7	0
luad	uc002tdq.2	uc002tdr.2	NonRandom	529	529	0	0
luad	uc003cfi.1	uc003cfh.1	NonRandom	677	647	30	0
luad	uc003koz.2	uc011cvi.1	NonRandom	418	327	95	4
luad	uc004bxa.2	uc004bxb.2	NonRandom	593	169	486	62
luad	uc001cuv.2	uc010ons.1	NonRandom	661	519	142	0
luad	uc002ddm.2	uc002ddn.2	NonRandom	147	196	43	92
luad	uc001qnu.2	uc001qnt.2	NonRandom	455	347	108	0
luad	uc011kmj.1	uc003vez.2	NonRandom	150	87	72	9
luad	uc002xct.2	uc002xcv.2	NonRandom	383	346	37	0
luad	uc004bds.3	uc004bdr.3	NonRandom	0	871	0	0
luad	uc003klg.2	uc003klf.2	NonRandom	210	157	53	0
luad	uc003yhh.2	uc003yhg.2	NonRandom	164	240	6	82
luad	uc010dkg.2	uc010dkh.2	NonRandom	176	176	0	0
luad	uc001evo.1	uc001evn.2	NonRandom	267	331	2	66
luad	uc010yos.1	uc002rxt.1	NonRandom	0	287	0	0
luad	uc003brb.2	uc003bra.2	NonRandom	151	151	0	0
luad	uc004cmp.2	uc004cmt.3	NonRandom	876	0	0	0
luad	uc001tuj.2	uc001tuh.2	NonRandom	719	172	569	22
luad	uc003mhk.2	uc003mhj.3	NonRandom	496	228	382	114
luad	uc001lqt.2	uc001lqx.2	NonRandom	715	327	388	0
luad	uc004cyv.3	uc004cyu.3	NonRandom	1235	541	702	8
luad	uc001qqj.2	uc001qqn.3	NonRandom	275	275	0	0
luad	uc001kuq.2	uc001kur.2	NonRandom	700	418	282	0
luad	uc003dcn.2	uc010hly.2	NonRandom	210	114	152	56
luad	uc001scx.1	uc009zmy.1	NonRandom	573	478	143	48
luad	uc002eiy.2	uc002eiw.2	NonRandom	643	0	0	0
luad	uc001wqm.1	uc001wqn.1	NonRandom	642	575	67	0
luad	uc002ilt.1	uc010wkx.1	NonRandom	876	660	216	0
luad	uc002fly.3	uc002flx.2	NonRandom	522	0	0	0
luad	uc002nis.1	uc010xqg.1	NonRandom	209	132	77	0
luad	uc004cmc.1	uc011met.1	NonRandom	254	599	89	434
luad	uc003jtv.3	uc011cqw.1	NonRandom	646	490	156	0
luad	uc003dtt.2	uc003dtu.2	NonRandom	699	130	569	0
luad	uc002vqz.2	uc002vrc.2	NonRandom	267	156	111	0
luad	uc002dya.1	uc002dxz.1	NonRandom	618	495	123	0
luad	uc003hir.2	uc003his.2	NonRandom	482	482	0	0
luad	uc002kft.2	uc002kfs.2	NonRandom	278	0	0	0
luad	uc002jqe.2	uc010wsq.1	NonRandom	660	622	38	0
luad	uc002pia.1	uc010xze.1	NonRandom	919	612	307	0
luad	uc003zcz.2	uc003zda.2	NonRandom	838	226	621	9
luad	uc001bvh.3	uc010ohi.1	NonRandom	430	335	95	0
luad	uc003emn.2	uc003ems.2	NonRandom	1182	623	576	17
luad	uc002cfo.2	uc002cfm.2	NonRandom	293	281	12	0
luad	uc001oos.2	uc001oot.2	NonRandom	752	0	0	0
luad	uc002jvq.2	uc010wtu.1	NonRandom	747	448	747	448
luad	uc001nxs.2	uc001nxr.2	NonRandom	248	251	99	102
luad	uc002ecq.2	uc002eco.2	NonRandom	543	0	0	0
luad	uc001cjk.1	uc001cjl.1	NonRandom	2533	521	2043	31
luad	uc003lon.1	uc003loo.2	NonRandom	570	684	14	128
luad	uc003vvd.3	uc003vvf.3	NonRandom	1171	1198	0	27
luad	uc011dav.1	uc003lkc.1	NonRandom	802	923	3	124
luad	uc004but.2	uc004buu.2	NonRandom	643	237	483	77
luad	uc002zee.2	uc002zef.2	NonRandom	302	185	117	0
luad	uc003xtz.1	uc003xua.1	NonRandom	290	290	0	0
luad	uc002xfh.2	uc002xfg.2	NonRandom	453	285	168	0
luad	uc003nql.2	uc010jsb.2	NonRandom	845	238	607	0
luad	uc009xfz.2	uc001hxh.3	NonRandom	75	75	0	0
luad	uc001nei.2	uc010rhe.1	NonRandom	423	395	39	11
luad	uc001dqz.3	uc010otw.1	NonRandom	329	329	0	0
luad	uc001ihz.2	uc001ihy.2	NonRandom	406	446	0	40
luad	uc010bfk.1	uc002acv.1	NonRandom	807	757	62	12
luad	uc010fcw.2	uc002sdr.3	NonRandom	415	418	6	9
luad	uc010ocy.1	uc010ocx.1	NonRandom	248	330	80	162
luad	uc001mvk.2	uc010ren.1	NonRandom	1025	953	72	0
luad	uc002skk.2	uc010yrp.1	NonRandom	350	186	164	0
luad	uc001oue.2	uc001ouf.2	NonRandom	208	208	35	35
luad	uc004awa.1	uc010msc.1	NonRandom	310	260	50	0
luad	uc001hoh.2	uc009xef.2	NonRandom	368	179	196	7
luad	uc003yzp.1	uc003yzo.1	NonRandom	1630	1655	0	25
luad	uc002dxu.2	uc002dxt.2	NonRandom	808	233	575	0
luad	uc003gsg.3	uc010iey.2	NonRandom	833	350	534	51
luad	uc001xia.2	uc010tsl.1	NonRandom	437	471	48	82
luad	uc002hzq.2	uc002hzu.2	NonRandom	831	125	831	125
luad	uc011lsa.1	uc004aik.2	NonRandom	1383	217	1166	0
luad	uc003aym.2	uc003ayo.2	NonRandom	1029	1452	317	740
luad	uc003zeo.3	uc003zen.2	NonRandom	224	224	0	0
luad	uc002xpb.2	uc002xpc.2	NonRandom	73	89	31	47
luad	uc010qme.1	uc001kdg.1	NonRandom	261	567	261	567
luad	uc002xmh.2	uc002xmi.2	NonRandom	76	76	0	0
luad	uc001ncz.2	uc010rgv.1	NonRandom	480	401	79	0
luad	uc003eiv.2	uc003eix.2	NonRandom	858	710	148	0
luad	uc003igk.2	uc003igl.2	NonRandom	842	830	12	0
luad	uc002yxs.2	uc002yxt.3	NonRandom	174	140	34	0
luad	uc002xxz.2	uc010zzh.1	NonRandom	171	171	83	83
luad	uc001zlu.2	uc001zlt.2	NonRandom	780	779	1	0
luad	uc002dfi.1	uc002dfh.1	NonRandom	130	130	0	0
luad	uc002twh.2	uc010zbn.1	NonRandom	513	405	108	0
luad	uc002dsa.2	uc010vdi.1	NonRandom	528	528	0	0
luad	uc002naq.2	uc002nap.2	NonRandom	360	360	0	0
luad	uc003zew.3	uc011llo.1	NonRandom	461	482	0	21
luad	uc002ril.2	uc002rin.2	NonRandom	298	299	0	1
luad	uc001ghz.2	uc001gib.2	NonRandom	699	543	156	0
luad	uc004bgf.1	uc011lwx.1	NonRandom	716	744	0	28
luad	uc002ifm.1	uc002ifl.1	NonRandom	0	453	0	0
luad	uc003imz.2	uc011cij.1	NonRandom	373	193	180	0
luad	uc003pqe.2	uc003pqd.2	NonRandom	283	198	85	0
luad	uc003hvu.2	uc010ilk.2	NonRandom	511	289	232	10
luad	uc011lfd.1	uc003xyp.2	NonRandom	288	288	0	0
luad	uc002mnq.2	uc010xle.1	NonRandom	532	310	222	0
luad	uc003xky.1	uc003xkz.1	NonRandom	457	421	36	0
luad	uc001grl.2	uc001gri.2	NonRandom	642	302	340	0
luad	uc003brd.2	uc003bre.2	NonRandom	495	0	0	0
luad	uc002fue.1	uc002fui.1	NonRandom	340	191	149	0
luad	uc003dzg.2	uc003dzf.2	NonRandom	950	950	0	0
luad	uc003xcs.1	uc003xct.2	NonRandom	205	411	15	221
luad	uc003kur.2	uc003kuq.1	NonRandom	0	0	0	0
luad	uc003xry.2	uc003xrz.2	NonRandom	230	209	21	0
luad	uc003fpn.2	uc011brv.1	NonRandom	589	579	34	24
luad	uc002uln.2	uc010zfc.1	NonRandom	665	437	228	0
luad	uc002crx.2	uc002crw.2	NonRandom	146	178	0	32
luad	uc002sxc.2	uc002sxa.2	NonRandom	263	305	0	42
luad	uc002llm.1	uc010dqs.2	NonRandom	475	118	391	34
luad	uc010jii.2	uc003lwh.2	NonRandom	350	378	0	28
luad	uc001hny.3	uc001hnz.2	NonRandom	490	290	248	48
luad	uc003pel.2	uc003pek.2	NonRandom	173	173	0	0
luad	uc010ejb.1	uc002oxx.2	NonRandom	617	617	0	0
luad	uc011edp.1	uc003qhx.2	NonRandom	1606	1610	64	68
luad	uc001ije.2	uc009xil.2	NonRandom	520	0	0	0
luad	uc001riq.2	uc009zjl.2	NonRandom	441	243	198	0
luad	uc010rfh.1	uc010rfi.1	NonRandom	524	450	80	6
luad	uc002dbl.2	uc002dbi.2	NonRandom	971	159	812	0
luad	uc003nrl.2	uc003nrk.1	NonRandom	444	430	20	6
luad	uc001cjx.2	uc010oki.1	NonRandom	1064	509	603	48
luad	uc001yfc.3	uc001yfb.3	NonRandom	114	114	0	0
luad	uc003oxd.2	uc011dvu.1	NonRandom	432	299	133	0
luad	uc001dnw.2	uc001dnx.2	NonRandom	1327	105	1230	8
luad	uc001oae.2	uc010rnl.1	NonRandom	772	709	63	0
luad	uc010esh.2	uc002qho.3	NonRandom	438	455	0	17
luad	uc002tsg.3	uc010zaq.1	NonRandom	222	170	124	72
luad	uc003den.2	uc003dem.2	NonRandom	557	390	167	0
luad	uc003fdv.2	uc003fdz.2	NonRandom	331	331	0	0
luad	uc001gyo.1	uc001gym.1	NonRandom	568	204	370	6
luad	uc002tdm.2	uc002tdn.2	NonRandom	420	425	0	5
luad	uc002hjr.2	uc010wcj.1	NonRandom	937	688	263	14
luad	uc001ypy.1	uc001ypz.1	NonRandom	325	0	0	0
luad	uc003cvj.2	uc011bby.1	NonRandom	1151	599	552	0
luad	uc010uza.1	uc002dcj.2	NonRandom	1099	344	755	0
luad	uc003srz.2	uc011jxj.1	NonRandom	948	663	300	15
luad	uc004bga.1	uc011lwv.1	NonRandom	418	297	121	0
luad	uc011mbj.1	uc004bvt.3	NonRandom	266	290	14	38
luad	uc001xbi.1	uc010aol.1	NonRandom	250	174	80	4
luad	uc001otf.2	uc010rrf.1	NonRandom	374	126	374	126
luad	uc002vzi.2	uc002vzj.2	NonRandom	494	142	352	0
luad	uc001stn.2	uc001sto.2	NonRandom	1230	740	490	0
luad	uc002nei.1	uc010xpg.1	NonRandom	916	455	461	0
luad	uc010fue.2	uc002vbl.3	NonRandom	355	355	0	0
luad	uc001wut.1	uc010tqd.1	NonRandom	158	96	62	0
luad	uc001sws.2	uc009zru.1	NonRandom	336	0	0	0
luad	uc003iaj.3	uc003iak.3	NonRandom	302	269	33	0
luad	uc010xwr.1	uc002oxb.2	NonRandom	715	715	0	0
luad	uc002pnt.2	uc010yat.1	NonRandom	802	639	167	4
luad	uc002jfc.2	uc010wqh.1	NonRandom	377	282	95	0
luad	uc003kdc.3	uc011css.1	NonRandom	589	516	73	0
luad	uc003xeo.2	uc011lad.1	NonRandom	389	0	0	0
luad	uc001vcu.2	uc001vcs.1	NonRandom	514	0	0	0
luad	uc002aty.1	uc002atr.1	NonRandom	531	125	531	125
luad	uc001yfj.3	uc001yfl.2	NonRandom	139	139	0	0
luad	uc004fnr.2	uc004fnt.2	NonRandom	220	179	41	0
luad	uc010vam.1	uc002dfg.2	NonRandom	263	320	0	57
luad	uc001mjc.2	uc009ygf.2	NonRandom	907	701	206	0
luad	uc003pte.2	uc011eap.1	NonRandom	197	157	54	14
luad	uc001rmt.3	uc001rms.3	NonRandom	409	440	0	31
luad	uc010ggi.2	uc002xkg.2	NonRandom	644	1441	0	797
luad	uc002pke.3	uc010emc.2	NonRandom	343	343	0	0
luad	uc003kin.2	uc003kim.2	NonRandom	354	354	0	0
luad	uc010lyj.2	uc010lyi.2	NonRandom	418	500	0	82
luad	uc010ysl.1	uc010fgc.1	NonRandom	505	333	174	2
luad	uc002yly.3	uc002ylx.3	NonRandom	454	454	0	0
luad	uc010tsi.1	uc001xgt.2	NonRandom	542	429	127	14
luad	uc003zxw.2	uc003zxx.1	NonRandom	927	166	824	63
luad	uc003tus.2	uc003tuu.2	NonRandom	148	71	77	0
luad	uc002ety.2	uc002etx.1	NonRandom	317	223	243	149
luad	uc001tkg.2	uc010swj.1	NonRandom	410	198	233	21
